siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
RBM11	84	95	125	101	44	84	99	48
RBM12	4908	3681	8382	6185	1327	2388	2723	1210
RBM12B	1460	1092	2257	1687	678	866	1008	602
RBM12B-AS1	85	85	124	103	24	42	44	25
RBM14	3198	2548	5328	4103	1921	3402	4229	1895
RBM14-RBM4	2660	2029	4352	3217	1394	2648	2943	1255
RBM15	1060	854	1733	1321	604	1148	1441	692
RBM15B	3528	2893	6444	4209	1104	2035	2148	1014
RBM17	3451	2780	5848	4217	1578	2950	3079	1465
RBM18	1049	888	1778	1359	559	991	981	532
RBM19	2220	1643	3842	2662	902	1732	2059	972
RBM20	7	7	18	8	3	7	5	2
RBM22	2040	1770	3527	2555	457	780	920	434
RBM23	2406	2113	4108	2966	362	742	799	347
RBM24	3	4	12	10	5	8	5	5
RBM25	5791	4806	9653	7110	1460	2552	2797	1414
RBM26	2465	2142	4106	2983	1291	1859	2201	1126
RBM26-AS1	87	57	136	107	145	252	265	124
RBM27	3514	2975	5708	4146	1422	2037	2291	1143
RBM28	1899	1551	3132	2343	678	1298	1308	638
RBM3	7793	6151	13537	9603	6417	10095	11065	5387
RBM33	1884	1632	3073	2278	1925	3105	3556	1704
RBM34	3091	2475	5181	3786	1239	2113	2183	1142
RBM38	679	530	1259	908	241	474	577	225
RBM39	11639	10029	19115	14482	4340	7232	8119	3969
RBM4	3082	2489	4716	3756	1751	3252	3530	1583
RBM41	1096	908	1704	1275	539	803	934	519
RBM42	2180	1654	3801	2859	750	1593	1911	791
RBM43	331	321	548	386	145	221	202	123
RBM44	2	2	7	3	5	4	8	1
RBM45	546	510	983	664	366	661	665	324
RBM46	3	10	7	8	27	28	33	16
RBM47	852	647	1421	1041	216	355	324	148
RBM48	340	262	526	389	334	514	585	295
RBM4B	370	309	568	417	88	169	196	96
RBM5	3710	3091	6015	4279	335	713	690	377
RBM5-AS1	376	368	608	443	26	59	50	28
RBM6	2185	1738	3659	2719	1256	2469	2433	1214
RBM7	781	788	1366	1008	62	76	81	43
RBM8A	6353	5059	10596	8337	3913	6801	7271	3333
RBMS1	1249	1161	2080	1620	639	813	846	445
RBMS2	1930	1470	3334	2284	796	1409	1452	674
RBMS3	234	170	329	247	80	71	71	33
RBMS3-AS1	0	0	0	0	0	0	0	0
RBMS3-AS3	3	3	6	3	0	2	2	2
RBMX	10150	8290	16383	12564	3241	5558	6085	2727
RBMX2	848	807	1546	1075	371	669	708	379
RBMXL1	1467	1235	2383	1818	310	510	585	280
RBMXL2	1	1	3	2	2	1	4	5
RBMXL3	0	0	0	0	0	0	0	0
RBMY1A1	0	0	0	0	0	0	0	0
RBMY1A3P	0	0	0	0	0	0	0	0
RBMY1B	0	0	0	0	0	0	0	0
RBMY1D	0	0	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0	0	0
RBMY1F	0	0	0	0	0	0	0	0
RBMY1J	0	0	0	0	0	0	0	0
RBMY2EP	0	0	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0	0	0
RBMY3AP	0	0	0	0	0	0	0	0
RBP1	0	1	0	1	0	0	1	1
RBP2	1	1	1	1	0	2	2	0
RBP3	0	0	0	1	2	4	2	0
RBP4	3	4	6	3	0	7	10	4
RBP5	131	112	194	136	71	134	148	77
RBP7	0	0	0	0	0	4	1	1
RBPJ	1258	1160	2153	1652	787	984	1138	579
RBPJL	0	0	3	1	7	6	17	2
RBPMS	288	219	502	315	126	244	264	105
RBPMS-AS1	26	8	55	23	6	23	28	5
RBPMS2	12	8	20	14	1	4	2	2
RBSN	1311	1116	2221	1605	391	664	778	401
RBX1	2353	2186	4395	3291	2046	3356	3774	1635
RC3H1	938	776	1478	1155	1049	1256	1508	759
RC3H2	1549	1378	2624	1808	1192	2048	2311	1228
RCAN1	719	592	1225	806	323	532	614	266
RCAN2	0	0	0	0	0	1	0	0
RCAN3	322	227	447	335	85	133	107	57
RCAN3AS	4	1	2	2	2	3	2	0
RCBTB1	1223	1124	1942	1500	1147	1547	1646	786
RCBTB2	78	81	127	107	111	162	194	103
RCC1	10417	8053	17340	12756	3316	6399	7124	3225
RCC2	9319	7431	15969	11446	4013	7431	7963	3856
RCCD1	1039	739	1860	1135	303	594	707	342
RCE1	997	758	1690	1203	462	839	958	392
RCHY1	657	559	1072	816	138	195	194	86
RCL1	1325	1061	2101	1676	317	637	686	321
RCN1	4048	3376	6970	4916	3459	5236	5503	2693
RCN2	4286	3683	7297	5140	4715	6156	6222	3159
RCN3	1	3	6	1	0	3	0	0
RCOR1	2459	1977	3923	2959	356	651	670	321
RCOR2	11	7	20	8	1	5	1	3
RCOR3	1136	1011	1839	1418	359	529	592	283
RCSD1	27	22	16	18	5	8	8	2
RCVRN	0	0	0	0	0	0	0	0
RD3	0	0	0	0	0	1	0	0
RD3L	0	0	0	0	0	0	0	1
RDH10	543	457	965	741	249	335	358	141
RDH10-AS1	12	12	19	11	0	0	4	0
RDH11	3626	3046	6021	4308	1668	2896	3215	1498
RDH12	3	1	2	0	2	0	7	1
RDH13	1046	815	1892	1410	184	339	403	119
RDH14	591	482	1084	650	84	118	112	61
RDH16	34	47	76	38	14	30	41	21
RDH5	23	13	47	35	39	66	88	39
RDH8	0	1	0	0	0	0	1	0
RDM1	147	121	245	192	80	162	196	66
RDX	3318	2779	5236	3956	1728	2445	2584	1328
REC114	0	0	0	0	1	1	1	1
REC8	164	136	189	142	166	296	302	141
RECK	180	158	324	212	187	311	386	206
RECQL	3027	2485	4908	3620	2819	4337	4519	2369
RECQL4	3447	2621	6154	4394	1794	3437	4258	2013
RECQL5	852	655	1415	978	435	809	911	437
REEP1	15	15	18	19	8	16	13	9
REEP2	23	35	50	32	46	85	124	40
REEP3	2996	2475	4880	3549	3214	3385	3508	1736
REEP4	2058	1505	3439	2622	581	1140	1390	547
REEP5	2798	2334	4631	3684	2282	3792	4080	1837
REEP6	51	40	89	79	28	90	100	29
REG1A	0	0	0	0	0	0	0	0
REG1B	0	0	0	0	0	0	0	0
REG1P	0	0	0	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0
REG4	0	0	0	0	0	0	0	0
REL	735	551	968	638	192	191	264	127
RELA	1948	1575	3203	2387	498	904	937	451
RELB	489	421	673	387	134	221	248	109
RELL1	327	262	519	405	76	118	132	73
RELL2	488	374	753	601	265	588	625	261
RELN	0	1	1	1	0	0	1	0
RELT	725	553	1275	940	144	289	341	147
REM1	0	0	0	0	0	0	0	0
REM2	10	13	22	14	10	21	29	13
REN	0	1	2	0	0	0	0	1
RENBP	1	1	1	0	2	1	2	2
REP15	9	14	20	20	14	18	24	11
REPIN1	3133	2416	5852	3861	770	1528	1669	744
REPS1	1133	979	2010	1492	186	347	400	171
REPS2	43	54	106	63	22	35	33	12
RER1	3832	2951	6512	4558	2942	5314	5776	2554
RERE	1915	1380	2935	2230	623	1217	1354	663
REREP3	0	0	1	0	0	0	0	0
RERG	145	120	224	178	33	58	51	23
RERG-AS1	0	0	0	0	0	0	0	0
RERGL	2	2	5	0	1	2	0	1
RESP18	0	0	0	0	0	0	0	0
REST	1238	1060	1939	1380	405	482	583	309
RET	0	0	0	1	1	2	5	0
RETN	0	0	0	0	0	0	0	0
RETNLB	0	0	0	0	0	0	0	0
RETSAT	2661	2134	4351	3272	3295	6072	6757	3098
REV1	1255	1107	2156	1607	306	479	471	254
REV3L	1779	1535	2793	1996	374	639	732	386
REXO1	1740	1226	3076	2128	500	972	1185	537
REXO1L2P	0	0	0	0	0	0	0	0
REXO2	3476	2783	5720	4313	2145	3976	4236	1970
REXO4	1943	1473	3458	2379	425	748	814	395
RFC1	2096	1967	3730	2757	307	579	570	303
RFC2	2054	1728	3709	2690	1102	2169	2348	1080
RFC3	1995	1606	3281	2522	725	1032	1068	539
RFC4	2138	1765	3568	2515	1150	2108	2180	1181
RFC5	1596	1315	2594	1919	971	1718	1890	961
RFESD	94	68	129	96	25	50	30	16
RFFL	909	747	1377	1062	200	364	375	181
RFK	1130	889	1939	1358	1032	889	919	488
RFNG	373	304	621	535	191	395	480	188
RFPL1	0	0	0	0	1	1	5	1
RFPL1S	0	0	0	0	5	3	11	2
RFPL2	1	0	1	1	1	0	2	0
RFPL3	1	2	1	1	16	30	28	23
RFPL3S	3	3	4	2	26	44	43	32
RFPL4A	0	0	0	0	0	0	0	0
RFPL4AL1	0	0	0	0	0	0	0	0
RFPL4B	0	0	0	0	0	0	0	0
RFT1	2625	2022	4149	3152	1544	2755	2942	1365
RFTN1	128	101	284	176	30	96	88	60
RFTN2	5	1	5	8	25	36	34	22
RFWD2	1705	1456	2655	1917	341	636	657	313
RFWD3	4301	3455	7250	5443	568	1031	1133	484
RFX1	427	339	679	529	31	73	83	45
RFX2	240	161	400	283	26	78	81	37
RFX3	182	139	282	222	205	221	256	152
RFX3-AS1	8	5	5	8	18	20	25	16
RFX4	1	1	2	2	0	0	0	0
RFX5	2182	1671	3656	2474	995	1881	1944	895
RFX6	0	0	0	0	1	0	0	0
RFX7	1404	1239	2304	1687	479	787	890	459
RFX8	1	0	1	0	0	0	1	1
RFXANK	892	699	1415	1122	477	851	996	431
RFXAP	314	214	483	351	50	87	108	42
RGAG1	3	0	0	0	0	2	1	0
RGAG4	1	0	1	0	1	1	2	0
RGCC	16	13	24	19	3	7	5	4
RGL1	284	284	520	336	64	125	154	62
RGL2	481	359	846	597	313	575	669	309
RGL3	0	0	1	0	2	1	1	1
RGL4	241	199	387	267	156	286	267	163
RGMA	98	49	155	120	14	26	31	12
RGMB	963	819	1542	1123	178	278	315	155
RGMB-AS1	7	6	11	10	2	6	9	5
RGN	0	1	1	0	0	1	5	3
RGP1	717	563	1177	917	250	546	590	280
RGPD1	1	0	1	1	2	2	4	1
RGPD2	0	0	0	0	2	0	2	0
RGPD3	5	1	7	8	2	2	2	2
RGPD4	15	9	33	26	14	16	9	5
RGPD4-AS1	0	0	0	0	0	0	0	0
RGPD5	64	57	112	64	25	51	61	31
RGPD6	0	0	2	0	0	1	0	0
RGPD8	64	57	112	64	25	51	61	31
RGR	0	0	0	0	0	0	1	0
RGS1	0	0	0	0	0	0	0	0
RGS10	938	775	1651	1181	431	841	918	414
RGS11	8	5	11	11	5	24	15	11
RGS12	1112	935	1852	1287	793	1552	1859	823
RGS13	0	0	0	0	0	0	0	0
RGS14	503	398	847	654	53	127	127	71
RGS16	260	228	506	412	6	10	8	6
RGS17	58	62	93	55	11	15	23	13
RGS18	0	0	0	0	0	0	0	0
RGS19	850	656	1364	1060	180	372	369	187
RGS2	849	622	1688	1127	32	45	63	24
RGS20	532	429	998	611	496	824	897	431
RGS21	0	0	0	0	0	0	0	0
RGS22	0	0	0	0	0	1	0	0
RGS3	408	364	710	491	24	70	62	25
RGS4	0	1	0	0	0	2	0	1
RGS5	224	182	381	303	294	394	393	218
RGS6	0	0	0	0	0	0	0	1
RGS7	4	9	13	11	0	2	1	0
RGS7BP	0	0	0	0	0	0	0	0
RGS8	0	0	0	0	0	0	0	0
RGS9	2	0	0	1	0	1	3	0
RGS9BP	4	6	7	10	1	5	5	3
RGSL1	0	0	0	0	1	4	3	0
RHAG	0	0	0	0	0	0	1	0
RHBDD1	870	737	1493	1128	446	729	730	378
RHBDD2	631	541	1111	833	668	1156	1420	612
RHBDD3	881	671	1511	1074	459	923	1101	444
RHBDF1	187	131	361	228	125	209	201	98
RHBDF2	723	532	1147	819	329	584	666	301
RHBDL1	20	11	24	8	52	71	117	63
RHBDL2	59	38	100	60	39	74	74	35
RHBDL3	1	1	1	6	2	1	4	3
RHBG	3	0	2	1	3	1	1	0
RHCE	15	14	36	32	31	29	35	12
RHCG	1	0	2	4	0	2	1	1
RHD	0	0	0	0	0	0	0	0
RHEB	3052	2486	5137	3767	1821	3126	3129	1554
RHEBL1	109	96	188	152	11	27	37	14
RHNO1	1786	1481	2990	2203	647	1274	1259	602
RHO	0	0	0	0	1	3	3	4
RHOA	14585	11879	23928	19032	12525	21081	23099	10004
RHOB	211	208	413	236	53	84	95	41
RHOBTB1	187	142	300	239	37	83	85	34
RHOBTB2	5275	3866	8749	6197	1025	1854	1960	883
RHOBTB3	1508	1170	2523	1829	743	1026	1036	544
RHOC	6594	5111	11333	8277	4506	8451	9624	4282
RHOD	2840	2248	5370	3856	2828	5538	6205	2582
RHOF	1095	849	1837	1467	491	921	977	436
RHOG	1137	887	1762	1456	314	601	631	270
RHOH	0	2	2	0	0	0	3	1
RHOJ	0	0	2	0	1	2	4	0
RHOQ	670	547	1107	799	496	642	722	413
RHOT1	1232	1066	1915	1406	460	723	743	389
RHOT2	3417	2481	5825	4246	2102	4136	4860	2113
RHOU	153	128	266	200	48	89	78	37
RHOV	977	712	1627	1215	99	165	212	80
RHOXF1	2	0	0	0	4	2	3	3
RHOXF1-AS1	0	0	1	0	2	2	4	0
RHOXF1P1	0	0	0	0	0	0	0	0
RHOXF2	0	0	0	0	0	0	0	0
RHOXF2B	0	0	0	0	0	0	0	0
RHPN1	261	192	486	312	240	422	510	224
RHPN1-AS1	24	27	30	26	6	17	16	4
RHPN2	275	184	457	350	34	70	60	30
RIBC1	27	22	48	29	18	32	53	28
RIBC2	40	28	51	56	2	10	12	4
RIC1	2175	1811	3800	2488	723	1173	1284	662
RIC3	12	7	10	19	23	26	35	13
RIC8A	4457	3286	7721	5330	1743	3157	3391	1602
RIC8B	641	570	1119	798	363	610	717	352
RICTOR	1302	1213	2059	1487	852	1025	1100	614
RIF1	3543	3032	5833	4057	605	807	957	514
RIIAD1	1	0	0	0	0	3	1	1
RILP	68	49	126	71	28	61	74	23
RILPL1	608	517	1023	834	217	379	414	181
RILPL2	668	529	1216	875	322	602	620	289
RIMBP2	0	0	0	0	0	0	0	0
RIMBP3	3	2	4	1	0	0	0	1
RIMBP3B	0	0	1	0	0	0	0	0
RIMBP3C	0	0	1	0	0	0	0	0
RIMKLA	0	0	1	0	0	0	4	0
RIMKLB	853	738	1477	1105	378	636	583	274
RIMS1	0	0	0	0	0	0	0	0
RIMS2	9	6	30	18	2	4	4	2
RIMS3	64	56	106	87	26	64	58	30
RIMS4	7	3	9	10	5	24	23	10
RIN1	1671	1370	3132	2177	231	434	522	212
RIN2	2394	1959	4018	2899	305	445	441	195
RIN3	664	544	1323	851	283	475	590	258
RING1	877	653	1511	1059	298	569	658	268
RINL	12	13	14	16	18	35	48	25
RINT1	1419	1200	2381	1663	718	1262	1372	651
RIOK1	1681	1422	2700	2145	275	447	490	252
RIOK2	1344	1176	2127	1617	385	570	504	289
RIOK3	1913	1547	2993	2267	1442	1915	2082	894
RIPK1	1117	937	1845	1316	467	797	901	425
RIPK2	730	601	1146	795	166	320	312	127
RIPK3	0	0	0	0	0	0	1	0
RIPK4	1408	1085	2381	1714	144	216	281	123
RIPPLY1	1	0	0	0	4	3	4	0
RIPPLY2	0	0	0	0	0	0	0	0
RIPPLY3	3	0	1	0	1	1	2	2
RIT1	847	688	1313	978	586	914	954	459
RIT2	0	0	0	0	0	0	0	0
RITA1	1708	1319	2935	2070	644	1345	1481	589
RLBP1	1	0	0	0	0	3	0	0
RLF	996	919	1759	1336	95	214	215	98
RLIM	2368	2089	3906	2894	945	1115	1349	684
RLN1	6	7	13	9	4	6	8	2
RLN2	51	37	98	60	20	46	46	27
RLN3	0	0	3	1	0	0	1	1
RLTPR	18	17	35	23	16	33	39	18
RMDN1	1365	1246	2319	1828	1072	1922	2050	975
RMDN2	64	89	162	116	71	77	96	39
RMDN2-AS1	0	0	1	0	1	0	0	0
RMDN3	1942	1538	3265	2226	1344	2517	2666	1222
RMI1	876	713	1312	1037	383	519	573	285
RMI2	518	413	876	673	145	303	326	145
RMND1	798	666	1360	916	369	713	698	324
RMND5A	1430	1205	2353	1652	655	952	1005	478
RMND5B	1066	886	1706	1374	426	852	972	414
RMRP	3	17	18	79	10	12	142	4
RMST	0	0	0	0	0	0	0	0
RN7SK	6	18	30	68	12	43	131	15
RN7SL1	254	171	343	332	129	255	495	128
RN7SL2	245	102	313	281	103	142	350	104
RNA18S5	1	1	1	0	1	2	1	1
RNA28S5	189	261	578	1224	526	1532	4009	724
RNA45S5	189	261	583	1228	636	1793	4440	853
RNA5-8S5	0	0	0	0	0	1	0	0
RNA5S1	0	0	0	0	0	0	0	0
RNA5S10	0	0	0	0	0	0	0	0
RNA5S11	0	0	0	0	0	0	0	0
RNA5S12	0	0	0	0	0	0	0	0
RNA5S13	0	0	0	0	0	0	0	0
RNA5S14	0	0	0	0	0	0	0	0
RNA5S15	0	0	0	0	0	0	0	0
RNA5S16	0	0	0	0	0	0	0	0
RNA5S17	0	0	0	0	0	0	0	0
RNA5S2	0	0	0	0	0	0	0	0
RNA5S3	0	0	0	0	0	0	0	0
RNA5S4	0	0	0	0	0	0	0	0
RNA5S5	0	0	0	0	0	0	0	0
RNA5S6	0	0	0	0	0	0	0	0
RNA5S7	0	0	0	0	0	0	0	0
RNA5S8	0	0	0	0	0	0	0	0
RNA5S9	0	0	0	0	0	0	0	0
RNASE1	0	2	1	0	0	0	0	1
RNASE10	0	0	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0	0	0
RNASE12	0	0	0	0	0	0	0	0
RNASE13	0	0	0	0	0	0	1	0
RNASE2	0	0	0	0	0	0	1	0
RNASE3	0	0	0	0	0	0	0	0
RNASE4	47	66	88	69	25	64	58	32
RNASE6	0	0	0	0	0	0	0	0
RNASE7	44	31	62	63	26	66	73	27
RNASE8	0	0	0	0	0	0	0	0
RNASE9	0	0	0	0	0	0	0	0
RNASEH1	2018	1539	3228	2385	1165	2157	2380	1055
RNASEH1-AS1	376	282	704	475	188	369	357	159
RNASEH2A	2074	1607	3306	2508	1007	2133	2438	1043
RNASEH2B	1016	898	1697	1216	471	896	920	409
RNASEH2B-AS1	6	10	15	7	3	5	8	0
RNASEH2C	2141	1479	3528	2512	1004	2076	2458	1012
RNASEK	2227	1644	3393	2874	1658	3217	3780	1333
RNASEK-C17orf49	3477	2666	5440	4404	2560	5074	5719	2219
RNASEL	654	573	1096	756	366	645	700	337
RNASET2	556	437	1095	765	403	871	955	390
RND1	24	19	48	38	11	21	27	7
RND2	15	15	25	23	7	36	37	15
RND3	1865	1232	3052	2341	185	252	237	135
RNF10	4300	3463	7187	5344	2020	3985	4094	1834
RNF103	612	565	1039	770	255	383	452	221
RNF103-CHMP3	3556	2967	6040	4391	3145	5641	5940	2741
RNF11	1780	1380	2814	2150	1689	1671	1703	825
RNF111	1126	850	1804	1336	162	223	257	164
RNF112	1	5	9	2	3	4	3	0
RNF113A	505	438	878	637	269	467	495	215
RNF113B	1	0	0	0	0	0	2	0
RNF114	3990	3227	6585	4690	1434	2624	2795	1356
RNF115	1004	841	1633	1244	447	646	810	352
RNF121	762	685	1379	992	356	657	725	356
RNF122	22	18	49	18	1	4	2	3
RNF123	1689	1290	2742	1977	976	1891	2103	945
RNF125	299	260	526	366	77	124	156	72
RNF126	2239	1610	4405	2717	660	1340	1633	646
RNF126P1	4	3	1	1	0	1	1	1
RNF128	28	21	41	34	38	41	45	17
RNF13	802	690	1391	1059	404	594	649	314
RNF130	1113	948	1930	1388	658	1243	1268	572
RNF133	2	1	3	2	0	0	2	1
RNF135	712	555	1227	783	201	470	440	222
RNF138	832	706	1472	1094	324	311	278	151
RNF138P1	1	4	7	2	11	11	18	7
RNF139	1912	1654	3157	2367	438	639	633	331
RNF139-AS1	69	62	90	73	43	106	121	64
RNF14	2005	1794	3344	2647	553	843	880	453
RNF141	951	796	1604	1277	877	1263	1369	638
RNF144A	13	13	23	11	3	8	10	1
RNF144A-AS1	0	0	0	0	0	0	0	0
RNF144B	751	647	1200	923	64	79	74	41
RNF145	9007	7786	15204	11349	2032	3791	3826	1763
RNF146	616	543	960	735	80	152	126	80
RNF148	3	3	4	6	2	0	3	1
RNF149	1237	1093	2410	1582	606	803	811	382
RNF150	20	15	37	33	6	5	11	5
RNF151	2	2	4	1	2	5	9	1
RNF152	40	29	60	36	17	20	27	13
RNF157	17	11	38	18	10	20	17	9
RNF157-AS1	2	2	6	3	3	5	1	2
RNF165	436	282	687	506	281	495	563	267
RNF166	403	304	647	482	219	424	510	206
RNF167	3032	2410	5019	3836	1832	3339	3753	1576
RNF168	1004	860	1749	1329	327	469	532	285
RNF169	1401	1091	2252	1586	154	307	383	181
RNF17	0	0	1	0	0	1	0	1
RNF170	465	422	780	599	361	509	549	307
RNF175	3	2	1	8	4	2	1	3
RNF180	71	69	108	80	23	25	38	10
RNF181	1239	1015	2109	1604	867	1697	1943	847
RNF182	7	5	11	11	2	2	1	1
RNF183	0	0	0	0	0	5	2	0
RNF185	936	795	1550	1135	329	631	664	316
RNF186	0	0	0	0	0	0	0	0
RNF187	3830	3102	6541	4997	1679	3445	3804	1570
RNF19A	1641	1335	2418	1947	338	524	566	300
RNF19B	1021	800	1579	1123	46	95	127	67
RNF2	596	489	1052	781	163	228	221	105
RNF20	2318	1918	3899	2879	980	1833	1994	1010
RNF207	513	417	789	603	692	1170	1517	710
RNF208	7	9	8	9	7	19	24	11
RNF212	0	0	0	0	0	0	0	0
RNF212B	24	26	42	32	33	58	57	21
RNF213	5013	4106	8050	5363	2724	4991	5600	2882
RNF214	546	423	872	632	86	181	170	89
RNF215	207	147	355	241	100	198	215	109
RNF216	1799	1519	2975	2203	662	1264	1426	706
RNF216-IT1	0	1	0	0	0	2	0	2
RNF216P1	589	432	1076	712	65	108	133	54
RNF217	318	275	488	354	104	115	133	75
RNF217-AS1	40	35	58	33	10	9	9	3
RNF219	928	769	1525	1111	310	450	461	271
RNF219-AS1	512	404	807	574	165	278	263	146
RNF220	1968	1461	3286	2447	260	565	643	274
RNF222	1	0	2	0	1	3	2	3
RNF223	2	2	3	2	1	1	0	1
RNF224	3	5	7	3	23	34	35	14
RNF225	2	0	0	1	0	4	2	2
RNF24	284	246	511	404	83	108	126	70
RNF25	570	418	897	667	187	450	433	196
RNF26	2560	2054	4261	3022	563	1111	1132	550
RNF31	1856	1478	2963	2037	569	1079	1192	536
RNF32	121	90	203	132	111	158	199	81
RNF34	1546	1264	2635	2012	396	705	748	355
RNF38	933	738	1416	1041	278	328	346	164
RNF39	70	63	124	87	64	111	94	45
RNF4	3834	3070	6495	4851	749	1436	1447	709
RNF40	4054	3316	6709	4966	1254	2584	2629	1269
RNF41	1093	863	1948	1341	321	528	588	292
RNF43	430	353	771	565	95	159	201	86
RNF44	1737	1288	2745	2211	399	694	819	372
RNF5	1063	866	1766	1357	610	1109	1209	508
RNF5P1	18	9	23	20	11	17	18	5
RNF6	2123	1723	3488	2516	1406	1851	2107	986
RNF7	1812	1449	3158	2177	913	1664	1758	873
RNF8	1417	1092	2473	1883	583	1093	1090	515
RNFT1	276	230	440	361	171	223	261	107
RNFT2	96	91	151	115	89	119	134	74
RNGTT	1329	1070	2079	1637	787	1121	1151	541
RNH1	5158	4084	8904	6480	3027	5947	7062	3027
RNLS	3	0	4	0	2	2	2	1
RNMT	1815	1483	3074	2314	723	1118	1119	563
RNMTL1	1283	1080	2151	1680	383	717	753	357
RNPC3	460	369	699	502	328	541	608	324
RNPEP	10761	8917	19046	13500	8650	17045	18508	8337
RNPEPL1	1565	1193	2513	1928	686	1218	1377	499
RNPS1	5056	3831	8253	6135	1530	3058	3389	1607
RNU1-1	2	1	1	2	0	1	1	1
RNU1-13P	0	0	0	0	0	0	0	1
RNU1-2	2	1	1	2	0	1	1	1
RNU1-27P	2	1	1	2	0	1	1	1
RNU1-28P	2	1	1	2	0	1	1	1
RNU1-3	2	1	1	2	0	1	1	1
RNU1-4	2	1	1	2	0	1	1	1
RNU105B	0	0	0	0	0	0	0	0
RNU105C	0	0	0	0	0	0	0	0
RNU11	0	1	3	0	2	1	2	0
RNU12	0	0	1	1	1	1	0	0
RNU2-1	0	0	0	0	0	0	0	0
RNU2-2P	0	7	3	4	6	4	14	4
RNU4-1	0	0	0	3	0	2	5	0
RNU4-2	2	2	1	5	0	1	5	1
RNU4ATAC	6	4	1	6	0	1	0	0
RNU5A-1	1	1	2	0	1	2	0	2
RNU5B-1	1	0	0	0	0	1	0	0
RNU5D-1	2	2	1	0	0	0	0	0
RNU5E-1	0	0	0	1	0	5	2	0
RNU5F-1	0	0	1	0	0	0	0	0
RNU6-1	8	13	15	11	7	28	23	12
RNU6-10P	0	0	0	0	0	0	0	0
RNU6-14P	0	0	0	0	0	0	0	0
RNU6-15P	0	0	0	0	0	0	0	0
RNU6-16P	0	0	0	0	0	0	0	0
RNU6-19P	1	0	0	0	0	0	0	0
RNU6-2	8	13	15	11	7	28	23	12
RNU6-21P	0	0	0	0	0	0	0	0
RNU6-23P	0	0	0	0	0	0	0	0
RNU6-26P	9	13	7	4	0	0	0	0
RNU6-28P	0	0	0	0	0	0	0	0
RNU6-30P	0	0	0	0	0	0	0	0
RNU6-31P	1	0	0	0	0	1	4	0
RNU6-33P	0	0	2	0	1	1	3	2
RNU6-34P	0	0	0	0	0	0	0	0
RNU6-35P	0	0	0	0	0	0	0	0
RNU6-36P	0	0	0	0	1	0	0	0
RNU6-39P	1	0	2	0	0	0	0	0
RNU6-42P	2	1	1	2	0	1	3	4
RNU6-45P	0	1	1	1	3	2	0	0
RNU6-46P	0	0	0	0	0	0	0	0
RNU6-48P	7	3	6	9	1	1	0	0
RNU6-52P	0	0	0	0	0	0	0	0
RNU6-53P	0	0	0	0	0	3	1	3
RNU6-55P	0	0	0	0	0	0	0	0
RNU6-56P	0	0	0	0	0	0	0	0
RNU6-57P	0	0	0	0	0	0	0	0
RNU6-58P	0	0	0	0	0	0	0	0
RNU6-59P	0	0	0	0	0	0	0	0
RNU6-63P	0	0	0	0	0	0	0	0
RNU6-64P	0	0	0	0	0	0	0	0
RNU6-66P	0	0	0	0	0	0	0	0
RNU6-67P	0	0	0	0	0	0	0	0
RNU6-68P	0	0	0	0	0	0	0	0
RNU6-69P	0	0	0	0	0	0	0	0
RNU6-7	9	13	15	12	7	28	23	12
RNU6-71P	1	0	0	0	0	0	0	0
RNU6-72P	0	0	0	0	0	0	0	0
RNU6-75P	0	0	0	0	0	0	0	0
RNU6-76P	0	0	0	0	0	0	0	0
RNU6-78P	0	0	0	0	0	0	0	0
RNU6-79P	0	0	0	0	0	0	0	0
RNU6-8	9	13	15	12	7	28	23	12
RNU6-81P	0	0	0	0	0	0	0	0
RNU6-82P	0	0	1	1	0	0	0	0
RNU6-83P	0	0	0	0	0	0	0	0
RNU6-9	8	13	15	11	7	28	23	12
RNU6ATAC	6	2	7	2	4	5	9	1
RNU7-1	9	14	13	11	23	35	38	26
RNU86	71	49	104	86	3	9	9	4
RNVU1-1	0	1	1	0	0	1	0	0
RNVU1-14	15	4	8	10	18	28	29	14
RNVU1-15	6	5	9	4	9	11	19	8
RNVU1-17	0	0	0	0	0	0	0	0
RNVU1-18	2	1	1	2	0	1	1	1
RNVU1-19	1	1	0	0	0	2	0	3
RNVU1-20	4	2	3	6	0	2	2	0
RNVU1-3	10	6	7	3	2	4	4	4
RNVU1-4	4	2	3	6	0	2	2	0
RNVU1-6	16	8	11	6	2	6	3	1
RNVU1-7	0	1	0	0	0	1	1	0
RNVU1-8	2	0	0	0	0	0	0	1
RNY1	1	1	2	2	1	1	3	1
RNY3	0	0	0	0	0	0	0	0
RNY4	1	1	0	1	0	1	0	0
RNY5	0	1	0	0	0	0	3	0
ROBO1	1755	1422	2939	2128	592	1040	1075	543
ROBO2	0	0	0	0	0	1	0	0
