siHNRNPa1_t0_Scr_rep_1	siHNRNPa1_t0_Scr_rep_2	siHNRNPa1_t0_Tyr_rep_1	siHNRNPa1_t0_Tyr_rep_2	siHNRNPa1_t8_Scr_rep_1	siHNRNPa1_t8_Scr_rep_2	siHNRNPa1_t8_Tyr_rep_1	siHNRNPa1_t8_Tyr_rep_2
PSAPL1	1	3	2	0	1	2	2	3
PSAT1	6577	5402	10984	8368	5764	8904	10414	4662
PSCA	769	633	1134	943	541	1040	1170	445
PSD	6	6	5	9	7	13	22	8
PSD2	1	0	0	0	0	1	3	0
PSD3	1235	1121	2011	1439	425	676	675	352
PSD4	360	278	668	472	98	209	218	107
PSEN1	1699	1366	2898	2083	777	1210	1192	601
PSEN2	1246	987	2191	1554	593	1132	1318	569
PSENEN	862	718	1523	1156	744	1243	1363	684
PSG1	0	0	2	0	0	0	1	0
PSG10P	0	0	0	0	0	0	0	0
PSG11	0	0	0	0	0	0	0	0
PSG2	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	0
PSG4	5	3	17	9	3	7	7	3
PSG5	0	0	1	1	0	0	0	1
PSG6	2	0	0	2	0	0	0	0
PSG7	0	0	0	0	0	0	0	0
PSG8	0	0	0	0	0	0	0	0
PSG9	0	0	0	0	0	0	0	0
PSIP1	2286	2018	3761	2974	1177	1718	1671	924
PSKH1	1737	1421	2942	2065	885	1707	1975	878
PSKH2	0	0	2	1	0	0	0	0
PSMA1	6615	5821	10973	8499	5231	8939	9170	4509
PSMA2	5039	4569	8663	6362	4366	7667	8004	3903
PSMA3	6209	5250	9907	7348	4766	7519	8220	3727
PSMA3-AS1	721	649	1136	908	500	734	782	408
PSMA4	9264	8109	15526	11192	7128	12998	12965	6313
PSMA5	6895	5816	11654	8720	4580	8606	9081	4273
PSMA6	5291	4613	8985	6190	4070	7692	7609	3846
PSMA7	15470	12621	26358	19879	12289	22831	25676	10864
PSMA8	0	0	0	0	0	0	0	0
PSMB1	6851	5787	11657	8346	5009	9544	10446	4637
PSMB10	1142	916	1972	1378	784	1559	1745	751
PSMB11	0	0	0	0	0	0	2	2
PSMB2	8411	6827	13722	10979	6555	11790	12976	5367
PSMB3	4935	4033	8378	6237	4208	7946	8730	3871
PSMB4	12214	10049	20403	15508	10533	19124	21625	9556
PSMB5	7551	6259	12729	9566	5729	10632	11737	5108
PSMB6	3821	2997	6393	4751	2951	5644	6237	2655
PSMB7	5954	4917	10243	7324	4152	7901	8471	3832
PSMB8	3120	2666	4709	3422	1958	3793	3935	1700
PSMB8-AS1	1048	930	1302	896	756	1326	1431	698
PSMB9	481	416	675	448	271	452	458	217
PSMC1	1905	1561	3368	2292	1000	1857	1980	961
PSMC2	3528	2921	6162	4385	1711	2963	3162	1430
PSMC3	7436	5948	12807	9367	4635	8954	9776	4377
PSMC3IP	1366	1162	2313	1737	971	1654	1990	891
PSMC4	2899	2301	5041	3635	1895	3493	4159	1581
PSMC5	4732	3770	7813	5882	2719	4876	5558	2462
PSMC6	2818	2487	4694	3503	987	1614	1640	862
PSMD1	7731	6528	13466	9579	4913	9632	10022	4623
PSMD10	1511	1298	2355	1819	940	1439	1486	714
PSMD11	6685	5196	10982	8201	2986	5270	5619	2626
PSMD12	2328	2075	3787	2939	1143	1910	1971	944
PSMD13	5607	4503	9694	6875	4231	7841	8569	4007
PSMD14	5523	4614	9626	6892	3264	5824	6174	3033
PSMD2	16480	13390	28197	20575	11260	22240	24713	10859
PSMD3	6218	4901	11245	7952	3217	6462	7148	3169
PSMD4	6547	5540	11102	8370	3499	7129	7813	3633
PSMD5	2631	2080	4205	3105	762	1407	1431	707
PSMD5-AS1	426	380	663	475	300	443	491	242
PSMD6	4071	3415	6933	5158	1921	3743	4209	1962
PSMD6-AS2	70	71	117	85	140	256	296	182
PSMD7	7008	5786	11710	8806	3372	6474	6580	3177
PSMD8	7363	5713	12740	9256	5593	10867	12377	5527
PSMD9	2119	1642	3480	2576	1212	2400	2650	1155
PSME1	4692	3963	7357	5889	3840	8199	8670	3288
PSME2	5199	4362	8686	5921	4791	9184	8972	4014
PSME3	8739	6728	14747	10951	4592	8629	9037	4166
PSME4	3753	3012	6270	4532	1371	2613	2588	1289
PSMF1	4962	3891	8257	6291	2480	4885	5232	2292
PSMG1	3536	2947	5950	4389	1659	2733	2753	1360
PSMG2	2026	1746	3279	2522	592	1133	1113	530
PSMG3	1615	1356	2780	2151	643	1170	1353	613
PSMG3-AS1	60	56	104	68	59	146	161	63
PSMG4	781	631	1277	874	233	496	501	242
PSORS1C1	11	3	17	12	4	17	21	11
PSORS1C2	0	0	4	0	2	0	3	3
PSORS1C3	16	9	24	8	8	12	9	6
PSPC1	1701	1346	3361	2233	848	1615	1664	721
PSPH	1921	1557	3132	2401	847	1679	1766	820
PSPN	5	2	4	2	13	40	34	11
PSRC1	3004	2269	4900	3575	325	632	596	280
PSTK	126	106	226	174	56	130	112	44
PSTPIP1	2	3	3	2	0	1	5	0
PSTPIP2	1155	950	1815	1407	975	1593	1814	885
PTAFR	619	572	1123	854	401	669	815	412
PTAR1	1677	1438	2661	2049	1827	1766	2229	1184
PTBP1	13436	10505	22931	16079	6018	10792	11971	5470
PTBP2	313	286	495	421	84	109	113	58
PTBP3	3442	2794	5196	4034	2081	2142	2399	1258
PTCD1	2259	1722	3752	2674	867	1645	1819	849
PTCD2	335	292	556	424	168	287	304	127
PTCD3	3798	3203	6331	4620	1424	2720	2698	1381
PTCH1	107	85	194	169	16	21	24	11
PTCH2	19	10	29	26	61	113	132	49
PTCHD1	0	0	0	0	0	0	0	0
PTCHD1-AS	0	0	0	0	0	0	0	0
PTCHD2	2	3	2	1	0	3	2	0
PTCHD3	0	0	0	0	0	0	0	0
PTCHD4	118	118	222	174	167	267	345	178
PTCRA	0	0	0	0	1	0	2	1
PTCSC3	0	0	0	0	0	0	0	0
PTDSS1	6078	4683	9981	7435	3300	6250	6416	2996
PTDSS2	1071	773	1829	1270	412	750	813	324
PTEN	2227	1888	3723	2713	854	1255	1312	671
PTENP1	10	10	22	12	6	7	7	5
PTENP1-AS	0	0	0	0	0	0	0	0
PTER	950	786	1636	1280	664	907	1041	522
PTF1A	0	0	0	0	0	0	0	0
PTGDR	0	0	0	0	0	0	0	0
PTGDR2	204	142	304	213	77	161	181	78
PTGDS	0	0	0	1	1	2	0	0
PTGER1	0	1	0	1	3	2	7	0
PTGER2	27	34	38	24	15	5	12	4
PTGER3	0	0	0	0	2	3	1	0
PTGER4	49	31	67	50	6	8	13	4
PTGER4P2-CDK2AP2P2	0	0	0	1	0	1	0	0
PTGES	30782	23813	52346	38308	15016	29862	32118	14272
PTGES2	3427	2572	6099	4308	2061	3993	4725	1885
PTGES2-AS1	13	9	22	15	3	11	8	11
PTGES3	14655	12080	22634	21002	7664	11924	12802	4913
PTGES3L	7	5	11	5	7	9	10	7
PTGES3L-AARSD1	1606	1331	2730	2017	878	1743	1891	830
PTGFR	54	39	72	48	6	3	5	2
PTGFRN	8254	6584	13946	10026	3404	6222	6330	3105
PTGIR	1	1	0	0	0	0	0	0
PTGIS	1	1	0	0	0	1	1	0
PTGR1	1225	1043	1951	1468	1003	1774	1982	935
PTGR2	548	499	961	680	465	735	809	427
PTGS1	489	388	827	569	310	618	628	327
PTGS2	42	36	99	58	31	50	59	25
PTH	0	0	0	0	0	1	0	0
PTH1R	0	0	2	0	1	2	1	1
PTH2	0	0	0	0	0	0	0	0
PTH2R	0	0	0	0	0	0	0	0
PTHLH	72	55	156	88	8	16	13	8
PTK2	4963	3903	8129	5824	2080	3510	3582	1739
PTK2B	2481	1986	4008	2972	1111	1922	2129	1009
PTK6	38	27	53	33	41	65	67	27
PTK7	4045	3146	6754	4894	2491	4802	5397	2497
PTMA	42660	31225	71868	52786	18270	37216	38935	17481
PTMS	5736	4009	9352	7960	3490	7332	8397	3139
PTN	2	1	5	3	2	5	2	2
PTOV1	1529	1282	2657	2107	1147	2315	2738	1140
PTOV1-AS1	256	187	360	278	159	337	332	168
PTOV1-AS2	580	500	986	817	420	851	1066	490
PTP4A1	13560	11852	21960	17748	4316	5459	5691	2603
PTP4A2	6008	4672	10421	7193	2813	4293	4248	2069
PTP4A3	11	2	20	10	4	21	25	3
PTPDC1	856	689	1276	899	402	633	668	389
PTPMT1	2260	1902	4102	2769	1272	2444	2678	1286
PTPN1	3598	2972	5971	4327	1169	2041	2243	1031
PTPN11	9419	7596	15643	11132	5627	8939	9594	4789
PTPN12	3582	2952	5939	4201	1387	1985	2094	1056
PTPN13	4682	3532	8376	5848	1495	2767	2520	1337
PTPN14	5589	4490	9287	6228	1921	3104	3181	1571
PTPN18	1070	768	1791	1332	642	1273	1526	575
PTPN2	1497	1245	2440	1809	511	864	945	471
PTPN20	1	1	6	4	2	5	7	4
PTPN21	486	392	815	567	146	215	208	123
PTPN22	6	8	28	10	12	18	19	6
PTPN23	2040	1590	3253	2543	995	1810	2079	896
PTPN3	1781	1494	3125	2328	525	974	985	477
PTPN4	687	642	1167	843	281	392	435	221
PTPN5	0	0	0	0	0	0	0	0
PTPN6	643	502	951	700	274	560	602	259
PTPN7	1	0	0	1	0	2	2	1
PTPN9	1686	1341	2882	2065	374	729	736	373
PTPRA	2242	1879	3830	2789	1469	2761	2995	1425
PTPRB	236	196	409	320	70	139	123	72
PTPRC	0	0	0	0	0	0	0	1
PTPRCAP	9	3	25	11	15	39	37	10
PTPRD	11	13	18	11	1	3	5	0
PTPRD-AS1	0	0	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0	0	0
PTPRE	596	499	1046	736	193	349	338	204
PTPRF	6198	4616	11103	7525	2730	5107	6450	2848
PTPRG	2049	1715	3532	2538	1015	1688	1686	875
PTPRG-AS1	99	70	150	156	52	112	102	62
PTPRH	6	5	7	7	2	7	4	2
PTPRJ	173	145	285	177	84	175	136	75
PTPRK	2031	1719	3385	2406	370	616	674	307
PTPRM	1923	1515	3247	2369	1012	1794	1903	950
PTPRN	0	0	1	2	0	3	1	0
PTPRN2	4	0	13	3	2	7	4	1
PTPRO	178	145	271	165	70	148	150	96
PTPRQ	0	0	0	0	0	0	0	0
PTPRR	4	1	1	1	1	0	1	1
PTPRS	556	402	906	594	338	620	716	301
PTPRT	0	0	0	0	0	0	2	0
PTPRU	4160	2947	7104	5343	1923	3857	4037	1837
PTPRVP	0	0	0	0	1	3	2	7
PTPRZ1	439	403	889	629	115	267	257	119
PTRF	8002	6026	14979	10432	4740	8833	8892	4098
PTRH1	183	142	416	285	94	221	224	102
PTRH2	1067	856	1727	1356	267	519	542	253
PTRHD1	585	491	988	704	448	950	977	443
PTS	1351	1113	2069	1575	969	1487	1657	731
PTTG1	7014	5869	11671	8806	3346	6413	6480	3314
PTTG1IP	5727	4403	10027	6922	3917	6867	6972	3250
PTTG2	4	3	5	9	4	10	9	1
PTTG3P	7	6	22	17	2	11	13	4
PTX3	45	37	62	28	3	9	6	2
PTX4	0	1	0	1	2	0	1	1
PUF60	10117	8003	17095	12870	3024	5863	6803	2878
PUM1	3595	2972	6260	4449	451	628	729	325
PUM2	4494	3809	7418	5545	801	1140	1185	651
PURA	923	781	1655	1262	533	755	764	365
PURB	2304	1940	3776	2772	1736	2001	2173	1181
PURG	0	0	0	2	1	1	0	0
PUS1	2084	1623	3798	2572	751	1287	1588	647
PUS10	127	118	206	157	118	110	131	67
PUS3	430	391	759	541	89	164	182	86
PUS7	2586	1999	4248	3073	870	1451	1515	768
PUS7L	602	498	914	684	495	555	612	369
PUSL1	937	702	1816	1218	376	748	872	373
PVALB	0	0	0	0	0	0	0	0
PVR	3639	2842	6123	4347	1559	3099	3124	1501
PVRIG	26	31	34	26	11	17	26	8
PVRIG2P	848	661	1298	994	202	479	506	267
PVRL1	5482	4185	9616	7332	1995	3923	4126	1906
PVRL2	752	531	1390	945	345	623	676	327
PVRL3	491	386	748	528	93	172	154	104
PVRL3-AS1	2	3	1	1	4	3	1	0
PVRL4	159	143	286	171	80	133	148	83
PVT1	447	336	725	557	291	530	651	297
PWAR1	1	1	0	0	0	0	0	0
PWAR4	0	0	0	0	0	0	0	0
PWAR5	46	45	75	52	18	16	31	21
PWARSN	22	22	45	36	29	31	45	21
PWP1	3107	2503	5486	3809	1054	1917	1948	953
PWP2	360	303	670	488	156	307	356	165
PWRN1	0	0	0	0	0	0	0	0
PWRN2	0	0	0	0	0	1	0	0
PWRN3	0	0	0	0	0	0	0	0
PWRN4	0	0	0	0	0	0	0	0
PWWP2A	697	618	1226	908	382	538	586	328
PWWP2B	586	391	1055	658	40	131	128	56
PXDC1	356	269	631	397	44	61	59	23
PXDN	6287	5058	10674	7566	3788	7119	7286	3346
PXDNL	5	1	5	5	1	3	2	3
PXK	1015	911	1544	1149	301	465	517	256
PXMP2	756	549	1321	939	602	1232	1377	597
PXMP4	639	542	1093	810	273	535	607	251
PXN	6812	4965	11874	8700	4380	7820	8638	3933
PXN-AS1	670	520	1147	922	348	624	731	323
PXT1	3	4	3	4	6	14	11	10
PXYLP1	488	369	758	616	183	297	385	210
PYCARD	157	147	286	218	59	129	168	62
PYCARD-AS1	76	57	129	97	18	47	67	16
PYCR1	1579	1232	2607	2059	734	1456	1716	726
PYCR2	4424	3792	7437	5532	2722	5335	6047	2696
PYCRL	1760	1320	3125	2291	589	1164	1454	600
PYDC1	0	0	0	0	0	0	0	0
PYDC2	0	0	0	0	0	0	0	0
PYGB	21044	16615	35857	26539	10687	21924	24432	10518
PYGL	4085	3249	7224	5197	2678	4890	5321	2473
PYGM	0	0	0	3	46	97	98	58
PYGO1	226	185	396	280	131	141	178	91
PYGO2	1625	1347	2725	2080	607	1183	1329	655
PYHIN1	2	1	2	1	2	0	1	1
PYROXD1	1112	943	1856	1325	960	1294	1350	722
PYROXD2	14	20	28	28	14	47	52	24
PYURF	2336	2051	4303	2851	1640	2558	2515	1274
PYY	2	0	1	2	0	1	0	0
PYY2	6	0	8	7	32	71	69	35
PZP	1	1	2	2	0	2	0	0
QARS	6445	5223	10901	8252	4121	8049	9092	4257
QDPR	1637	1350	3002	2203	1104	2233	2541	1074
QKI	3163	2607	4952	3857	1783	1800	1947	989
QPCT	0	1	0	0	2	4	3	2
QPCTL	684	535	1179	881	402	700	862	397
QPRT	0	0	0	1	0	0	0	0
QRFP	0	4	0	1	2	5	7	2
QRFPR	1132	901	1938	1402	545	1122	1199	541
QRICH1	3545	2783	6032	4336	717	1322	1378	644
QRICH2	17	20	26	19	34	48	59	25
QRSL1	1031	744	1667	1223	259	432	400	205
QSER1	2892	2404	4765	3512	994	1320	1394	764
QSOX1	7958	6035	13928	9722	5046	9358	10797	5176
QSOX2	2509	1937	4220	3087	1803	3088	3492	1519
QTRT1	1551	1014	2479	1839	1167	2276	2675	1103
QTRTD1	2224	1790	3683	2549	550	943	902	428
R3HCC1	1260	930	1998	1584	429	922	919	436
R3HCC1L	679	611	1175	823	228	353	405	211
R3HDM1	2476	2093	4203	2991	1305	2089	2364	1078
R3HDM2	1593	1362	2703	1955	862	1592	1798	868
R3HDM4	1303	962	2267	1599	539	1032	1219	559
R3HDML	0	0	0	0	0	1	0	0
RAB10	5402	4473	8810	6666	3015	4108	4406	2037
RAB11A	3681	3157	6329	5033	2138	3785	3881	1626
RAB11B	1289	938	2081	1695	628	1291	1519	569
RAB11B-AS1	128	104	236	168	72	142	182	69
RAB11FIP1	603	439	1138	763	426	684	794	428
RAB11FIP2	1024	897	1712	1252	408	505	593	260
RAB11FIP3	1280	1008	2069	1480	686	1300	1431	605
RAB11FIP4	407	302	704	487	105	164	170	77
RAB11FIP5	1722	1365	3033	2113	472	961	1087	502
RAB12	459	441	816	604	352	486	458	224
RAB13	2826	2293	4463	3313	1999	3707	4036	1851
RAB14	2120	1756	3471	2745	682	953	969	466
RAB15	227	194	390	261	88	174	211	92
RAB17	620	511	1051	799	369	747	886	379
RAB18	1959	1576	3100	2346	1012	1322	1324	682
RAB19	2	2	1	2	0	1	0	0
RAB1A	3924	3429	6943	5290	2453	3498	3905	1733
RAB1B	5325	4154	8891	6945	3522	6976	8039	3297
RAB20	239	205	396	315	16	38	38	23
RAB21	707	579	1152	834	282	362	423	230
RAB22A	2070	1705	3505	2545	1295	1822	2008	931
RAB23	869	759	1520	1066	320	470	394	223
RAB24	595	468	963	625	244	549	575	254
RAB25	17	18	34	31	17	27	45	17
RAB26	38	55	73	55	45	62	107	31
RAB27A	560	505	944	680	356	564	622	313
RAB27B	1268	1025	1798	1501	464	450	386	232
RAB28	411	316	741	562	140	216	201	113
RAB29	2419	1925	3998	2795	926	1685	1680	851
RAB2A	2675	2278	4851	3407	1887	2524	2676	1280
RAB2B	469	426	747	599	437	583	665	299
RAB30	108	96	178	148	32	26	38	22
RAB30-AS1	259	195	361	327	157	239	262	115
RAB31	398	349	659	509	227	436	392	168
RAB32	1276	1056	2159	1395	505	912	833	429
RAB33A	0	1	1	1	2	6	1	1
RAB33B	217	194	351	267	92	122	144	58
RAB34	3992	3049	7069	5018	1801	3497	4053	1661
RAB35	2874	2156	4677	3427	817	1513	1631	775
RAB36	425	366	766	510	63	136	111	58
RAB37	2	0	2	2	0	6	1	2
RAB38	921	800	1577	1130	347	652	642	323
RAB39A	0	0	0	0	1	0	0	2
RAB39B	1	1	2	1	6	1	6	3
RAB3A	60	61	107	80	4	3	3	1
RAB3B	1	0	1	1	4	6	13	15
RAB3C	0	0	0	0	0	0	0	0
RAB3D	2812	2143	4305	3201	471	899	791	358
RAB3GAP1	2533	2203	4398	3207	971	1707	1851	962
RAB3GAP2	3647	3044	6265	4447	1364	2174	2295	1202
RAB3IL1	43	29	68	61	2	14	13	8
RAB3IP	947	674	1588	1143	412	668	689	356
RAB40A	8	4	11	6	5	7	5	2
RAB40AL	2	1	8	6	4	26	22	9
RAB40B	142	116	228	186	61	105	123	54
RAB40C	1011	870	1714	1193	135	298	347	166
RAB41	16	11	16	12	16	29	26	11
RAB42	1	0	2	2	2	8	15	5
RAB43	292	181	584	395	70	152	164	68
RAB44	2	0	0	4	9	14	15	10
RAB4A	2175	1818	3910	2710	1497	2295	2343	1134
RAB4B	159	112	237	188	121	265	292	100
RAB4B-EGLN2	1962	1520	3276	2452	457	933	1010	435
RAB5A	1399	1153	2186	1683	693	976	966	497
RAB5B	3407	2950	5748	4281	1983	3516	3751	1849
RAB5C	4882	3741	7997	6106	3097	5801	6452	2689
RAB6A	3571	2894	5544	3942	2082	3337	3385	1653
RAB6B	61	58	115	84	27	46	56	22
RAB6C	6	2	1	1	2	2	2	2
RAB6C-AS1	6	2	0	1	2	2	0	2
RAB7A	7520	5710	13060	9258	4578	8342	9065	3953
RAB7B	705	650	1121	920	89	204	196	92
RAB8A	3141	2311	5357	3929	1040	2020	2136	975
RAB8B	496	509	791	624	299	279	379	168
RAB9A	1152	975	1803	1355	272	463	430	189
RAB9B	18	21	38	29	8	11	19	8
RAB9BP1	0	0	0	0	0	0	0	1
RABAC1	672	559	1163	927	438	851	1108	460
RABEP1	2567	2080	4469	3085	896	1672	1908	874
RABEP2	435	385	791	588	187	380	473	168
RABEPK	1030	814	1777	1330	408	790	857	343
RABGAP1	985	889	1808	1361	445	792	879	428
RABGAP1L	666	600	1188	857	282	417	413	230
RABGEF1	1286	1030	2144	1524	647	1128	1183	557
RABGGTA	2296	1822	3717	2813	1186	2377	2765	1203
RABGGTB	3867	3276	6396	4769	701	1235	1349	656
RABIF	1018	864	1751	1271	280	526	605	273
RABL2A	58	45	100	74	74	150	174	81
RABL2B	318	224	478	357	305	516	571	246
RABL3	1156	1048	1915	1410	436	691	785	405
RABL6	6048	4503	10374	7473	3041	6206	6882	3001
RAC1	6694	5494	11153	8416	4621	7270	7613	3707
RAC2	2713	2225	4668	3529	838	1658	1901	769
RAC3	325	283	656	422	147	355	368	143
RACGAP1	4389	3874	8246	5989	980	1838	1939	971
RACGAP1P	4	5	6	3	0	2	1	0
RAD1	1304	1105	2295	1578	402	569	592	289
RAD17	1285	1099	2036	1506	432	694	723	394
RAD18	1656	1260	2732	1999	779	1058	1237	636
RAD21	12944	11331	21072	16299	4011	6310	6559	3207
RAD21-AS1	114	133	204	160	36	78	87	53
RAD21L1	2	0	0	1	3	1	0	0
RAD23A	4312	3439	7042	5397	2077	4076	4418	1964
RAD23B	9211	7553	15921	11240	4550	6329	6893	3357
RAD50	6564	5698	10798	7916	2209	3631	4164	2181
RAD51	1279	1049	2348	1679	445	902	919	458
RAD51-AS1	83	63	141	103	48	82	119	50
RAD51AP1	1248	1036	2066	1509	612	889	956	513
RAD51AP2	6	4	9	6	9	13	7	5
RAD51B	158	131	262	205	38	112	94	44
RAD51C	2020	1771	3416	2504	928	1586	1715	857
RAD51D	524	415	893	654	149	281	297	139
RAD51L3-RFFL	898	746	1365	1031	221	371	381	174
RAD52	455	338	655	470	110	220	252	135
RAD54B	690	573	1156	845	312	460	530	235
RAD54L	1087	1037	1957	1507	428	898	1022	451
RAD54L2	500	379	885	629	210	380	477	211
RAD9A	1065	818	1752	1354	457	986	1069	457
RAD9B	37	30	58	41	31	58	58	35
RADIL	0	1	0	0	1	1	0	1
RAE1	2465	1998	4277	3214	968	2015	2089	893
RAET1E	791	559	1386	992	487	895	893	483
RAET1E-AS1	248	175	726	313	158	307	336	133
RAET1G	480	368	772	696	395	818	862	328
RAET1K	23	18	19	18	0	1	4	3
RAET1L	12	4	10	6	6	9	15	4
RAF1	3620	2873	6110	4365	1445	2800	2933	1447
RAG1	41	40	67	43	20	21	17	11
RAG2	3	1	6	8	3	2	4	1
RAI1	1664	1332	3057	2185	431	781	968	497
RAI1-AS1	0	0	2	3	2	4	3	2
RAI14	3000	2376	4844	3434	1446	2504	2515	1321
RAI2	0	0	0	0	0	0	0	0
RALA	1974	1657	3263	2453	996	1513	1529	791
RALB	1998	1614	3442	2463	1251	2136	2176	989
RALBP1	3123	2536	5358	3870	1160	2309	2396	1101
RALGAPA1	577	513	1019	668	270	414	466	233
RALGAPA1P	20	17	29	14	7	15	13	9
RALGAPA2	1728	1506	3014	2060	1009	1815	1988	930
RALGAPB	2958	2488	5124	3607	1108	1818	2059	990
RALGDS	878	735	1476	1074	344	695	802	403
RALGPS1	125	93	202	175	78	168	161	84
RALGPS2	1311	995	2237	1769	729	823	822	405
RALY	6074	4699	10823	7497	3812	7363	8429	3573
RALY-AS1	68	58	100	52	55	109	104	51
RALYL	0	0	0	0	0	0	1	0
RAMP1	62	54	117	93	38	90	100	49
RAMP2	0	0	0	0	0	0	0	0
RAMP2-AS1	1	0	0	2	0	1	1	0
RAMP3	0	0	0	0	0	0	0	0
RAN	23657	19330	40711	30175	15121	27516	29449	13418
RANBP1	8503	6862	16959	10581	5882	10926	11579	5325
RANBP10	1023	831	1649	1259	768	1470	1622	791
RANBP17	310	256	532	399	163	305	272	155
RANBP2	5330	4595	9296	6583	1358	2167	2373	1244
RANBP3	2353	1862	3736	2963	732	1331	1668	697
RANBP3L	0	0	0	2	2	0	1	2
RANBP6	1858	1605	2953	2268	576	842	974	567
RANBP9	1390	1148	2173	1687	670	1054	1091	524
RANGAP1	13195	10265	22805	16785	4380	8408	9561	4255
RANGRF	1092	816	1877	1415	447	879	951	430
RAP1A	1478	1182	2405	1733	1157	1345	1371	697
RAP1B	1380	1163	2310	1667	636	1036	1072	525
RAP1GAP	3	5	11	6	3	7	11	6
RAP1GAP2	983	718	1515	1181	506	993	1035	511
RAP1GDS1	2392	2101	4092	3082	1188	2133	2086	959
RAP2A	1639	1496	2795	2153	869	955	993	514
RAP2B	1144	895	2277	1509	315	491	524	258
RAP2C	932	774	1574	1139	731	756	696	390
RAP2C-AS1	17	16	37	30	9	17	6	5
RAPGEF1	1421	1232	2442	1788	432	833	905	429
RAPGEF2	776	623	1337	915	68	150	134	72
RAPGEF3	193	137	314	219	83	142	146	68
RAPGEF4	6	5	9	11	3	3	0	5
RAPGEF4-AS1	0	0	0	0	0	0	1	0
RAPGEF5	846	780	1445	1043	169	258	307	168
RAPGEF6	2157	1779	3473	2633	355	505	597	339
RAPGEFL1	916	725	1458	1140	331	602	664	304
RAPH1	1256	964	1955	1447	221	317	354	173
RAPSN	0	6	1	2	26	51	66	24
RARA	501	396	824	672	89	130	168	65
RARA-AS1	29	22	54	31	16	31	46	19
RARB	4	6	8	4	1	1	6	2
RARG	1461	1140	2367	1858	298	521	593	270
RARRES1	16	15	34	26	27	38	47	16
RARRES2	0	0	0	0	0	0	0	0
RARRES3	42	36	59	45	42	66	61	25
RARS	6471	5565	11556	8157	3034	5646	5793	3041
RARS2	915	772	1608	1105	548	1064	1117	537
RASA1	396	327	587	428	142	255	292	169
RASA2	1066	897	1644	1245	484	576	617	354
RASA3	561	415	913	649	124	208	207	81
RASA4	3	0	3	2	3	14	6	7
RASA4B	2	1	5	3	4	11	6	4
RASA4CP	3	2	2	1	1	6	5	5
RASAL1	15	8	32	14	10	16	12	4
RASAL2	1583	1335	2661	1891	348	579	575	282
RASAL2-AS1	31	18	52	41	9	16	19	7
RASAL3	0	0	0	0	0	0	0	0
RASD1	0	0	1	0	3	2	4	1
RASD2	1	1	2	1	0	0	1	0
RASEF	880	674	1382	1067	462	681	707	405
RASGEF1A	1	1	0	1	1	3	1	0
RASGEF1B	8	4	6	5	3	2	7	6
RASGEF1C	3	0	5	3	0	5	3	1
RASGRF1	11	13	30	14	7	10	15	10
RASGRF2	4	10	25	25	10	24	19	12
RASGRF2-AS1	0	0	0	0	0	0	0	0
RASGRP1	14	9	23	17	15	22	27	14
RASGRP2	0	0	0	0	1	0	0	0
RASGRP3	12	9	16	11	6	5	11	13
RASGRP4	5	2	9	5	6	10	4	1
RASIP1	4	2	12	5	5	9	19	6
RASL10A	1	1	3	3	3	16	12	3
RASL10B	6	2	6	5	4	5	10	5
RASL11A	101	92	192	155	55	84	112	57
RASL11B	187	168	325	266	6	7	18	6
RASL12	0	0	0	0	2	2	1	0
RASSF1	885	675	1535	1114	167	256	294	139
RASSF1-AS1	3	2	4	4	2	3	7	5
RASSF10	1	3	3	2	3	0	3	2
RASSF2	7	5	5	5	9	20	21	14
RASSF3	758	636	1310	946	378	536	529	238
RASSF4	8	6	11	11	2	4	3	2
RASSF5	440	384	803	599	64	102	116	59
RASSF6	235	165	339	267	197	272	278	161
RASSF7	1216	936	2310	1669	317	607	750	298
RASSF8	485	369	777	567	125	148	148	79
RASSF8-AS1	69	68	113	85	61	93	108	65
RASSF9	85	87	149	108	19	25	17	10
RAVER1	1713	1386	2973	2278	496	1120	1397	566
RAVER2	960	823	1562	1246	475	723	783	403
RAX	0	0	0	0	0	0	1	0
RAX2	0	0	0	0	0	0	0	0
RB1	1853	1589	3141	2297	1311	1593	1663	849
RB1CC1	1507	1343	2426	1758	435	656	673	380
RBAK	911	776	1428	1087	221	296	321	167
RBAK-RBAKDN	79	55	116	90	24	55	60	20
RBAKDN	1	3	4	3	5	14	7	5
RBBP4	5401	4419	8858	7056	2930	5002	5774	2605
RBBP5	2234	1974	3777	2780	563	948	972	527
RBBP6	4516	3738	7454	5249	1296	2304	2357	1348
RBBP7	8687	7041	14806	10732	6186	11180	12295	5829
RBBP8	3660	3053	5865	4232	1577	2799	2885	1424
RBBP8NL	0	0	0	0	0	0	0	0
RBBP9	987	819	1751	1287	620	987	1068	507
RBCK1	4314	3622	7304	5078	2391	4839	5498	2437
RBFA	1352	1059	2407	1632	648	1274	1462	690
RBFADN	9	5	7	3	8	12	13	9
RBFOX1	0	0	0	0	0	0	0	0
RBFOX2	4267	3324	7058	5040	1603	2924	2972	1479
RBFOX3	6	9	9	3	8	19	21	8
RBKS	160	112	207	158	107	167	195	66
RBL1	1646	1364	2752	2113	371	553	609	302
RBL2	1890	1731	3179	2240	902	1525	1660	861
RBM10	2665	2015	4434	3186	951	1748	1912	895
