enteric_50uM_OXL_1	enteric_50uM_OXL_2	sensory_50uM_OXL_
SCD5	224	186	143
SCEL	0	0	0
SCEL-AS1	0	0	0
SCFD1	253	285	106
SCFD2	20	4	43
SCG2	1069	83	375
SCG3	339	45	91
SCG5	244	24	46
SCGB1A1	0	0	0
SCGB1B2P	6	0	0
SCGB1C1	0	0	0
SCGB1C2	0	0	0
SCGB1D1	0	0	0
SCGB1D2	3	0	0
SCGB1D4	0	0	0
SCGB2A1	0	0	0
SCGB2A2	0	0	0
SCGB2B2	0	2	0
SCGB2B3P	0	0	0
SCGB3A1	0	0	0
SCGB3A2	0	0	2
SCGN	6	0	29
SCHIP1	124	199	10
SCHLAP1	0	0	14
SCIMP	0	0	3
SCIN	6	36	2
SCLT1	116	31	51
SCLY	31	42	1
SCMH1	73	69	32
SCML1	47	22	7
SCML2	13	53	41
SCML4	21	1	5
SCN10A	0	0	6
SCN11A	0	0	8
SCN1A	35	0	12
SCN1B	26	0	0
SCN2A	671	0	138
SCN2B	54	50	122
SCN3A	831	3	152
SCN3B	622	52	157
SCN4A	1	0	0
SCN4B	2	1	24
SCN5A	0	0	0
SCN7A	1	1	3
SCN8A	136	47	65
SCN9A	118	1	97
SCNM1	311	119	60
SCNN1A	13	0	1
SCNN1B	0	0	6
SCNN1D	51	36	27
SCNN1G	0	0	14
SCO1	183	137	49
SCO2	162	11	68
SCOC	208	222	100
SCOC-AS1	14	0	1
SCP2	112	191	35
SCP2D1	0	0	0
SCPEP1	20	0	40
SCRG1	14	0	19
SCRIB	137	22	69
SCRN1	366	548	79
SCRN2	58	66	55
SCRN3	71	52	6
SCRT1	210	1	10
SCRT2	162	2	5
SCT	10	0	1
SCTR	9	0	0
SCUBE1	8	0	1
SCUBE2	9	0	10
SCUBE3	143	51	36
SCX	52	47	10
SCYL1	143	122	79
SCYL2	265	270	78
SCYL3	21	0	11
SDAD1	362	134	133
SDC1	1085	171	475
SDC2	177	1086	107
SDC3	251	147	94
SDC4	166	361	38
SDC4P	0	0	0
SDCBP	257	199	52
SDCBP2	24	1	13
SDCBP2-AS1	1	0	0
SDCCAG3	152	92	139
SDCCAG8	458	418	121
SDE2	262	168	33
SDF2	79	278	15
SDF2L1	648	466	357
SDF4	600	477	277
SDHA	139	1	44
SDHAF1	75	0	16
SDHAF2	180	248	88
SDHAF3	17	20	0
SDHAF4	37	0	0
SDHAP1	10	0	1
SDHAP2	0	0	14
SDHAP3	2	0	1
SDHB	30	155	5
SDHC	126	146	9
SDHD	3	0	8
SDK1	5	0	2
SDK2	64	1	23
SDPR	53	73	10
SDR16C5	2	0	0
SDR16C6P	0	0	0
SDR39U1	199	66	140
SDR42E1	0	0	0
SDR9C7	0	0	0
SDS	1	0	1
SDSL	143	226	19
SEBOX	0	0	0
SEC11A	848	815	205
SEC11C	444	86	81
SEC13	1886	1333	549
SEC14L1	82	116	32
SEC14L1P1	9	46	12
SEC14L2	26	0	0
SEC14L3	0	0	0
SEC14L4	1	0	5
SEC14L5	1	0	0
SEC14L6	0	0	0
SEC16A	331	319	163
SEC16B	4	0	0
SEC1P	95	0	46
SEC22A	79	0	30
SEC22B	25	46	15
SEC22C	139	126	39
SEC23A	112	225	44
SEC23B	181	261	20
SEC23IP	217	135	73
SEC24A	105	26	43
SEC24B	94	29	17
SEC24B-AS1	10	9	0
SEC24C	78	42	18
SEC24D	138	163	71
SEC31A	1601	1113	601
SEC31B	181	17	73
SEC61A1	2043	1147	739
SEC61A2	192	285	10
SEC61B	550	764	114
SEC61G	613	561	52
SEC62	1079	737	196
SEC63	905	378	345
SECISBP2	218	56	41
SECISBP2L	428	216	98
SECTM1	6	0	21
SEH1L	87	144	26
SEL1L	386	273	124
SEL1L2	5	0	0
SEL1L3	29	0	3
SELE	0	0	0
SELENBP1	14	39	21
SELK	592	105	107
SELL	1	0	24
SELM	259	151	92
SELO	69	115	41
SELP	0	0	0
SELPLG	14	0	0
SELT	116	104	32
SELV	8	0	0
SEMA3A	428	445	93
SEMA3B	128	143	119
SEMA3B-AS1	3	0	0
SEMA3C	116	86	92
SEMA3D	81	198	9
SEMA3E	26	27	82
SEMA3F	309	148	226
SEMA3G	0	0	4
SEMA4A	12	1	10
SEMA4B	24	45	13
SEMA4C	159	0	79
SEMA4D	42	1	8
SEMA4F	52	0	10
SEMA4G	17	31	4
SEMA5A	89	2	104
SEMA5B	15	0	36
SEMA6A	313	239	212
SEMA6A-AS1	0	0	0
SEMA6B	25	0	4
SEMA6C	558	0	85
SEMA6D	67	0	78
SEMA7A	49	36	14
SEMG1	0	0	0
SEMG2	0	0	0
SENCR	2	56	6
SENP1	149	42	46
SENP2	338	114	43
SENP3	191	66	46
SENP3-EIF4A1	3926	2009	620
SENP5	438	32	169
SENP6	309	217	120
SENP7	425	180	223
SENP8	9	1	9
SEP15	117	217	28
SEPHS1	150	129	80
SEPHS2	196	96	87
SEPN1	150	91	64
SEPP1	19	264	123
SEPSECS	20	0	25
SEPSECS-AS1	0	0	1
SEPT1	5	0	22
SEPT10	96	86	43
SEPT11	2928	2041	732
SEPT12	3	15	0
SEPT14	0	0	4
SEPT2	567	812	237
SEPT3	840	1	43
SEPT4	10	0	0
SEPT4-AS1	0	0	9
SEPT5	849	61	154
SEPT5-GP1BB	1160	423	302
SEPT6	651	218	330
SEPT7	681	750	221
SEPT7-AS1	13	0	0
SEPT7P2	67	68	15
SEPT7P9	1	0	0
SEPT8	234	579	76
SEPT9	539	1052	372
SEPW1	4748	1527	1564
SERAC1	63	20	25
SERBP1	3177	2285	1039
SERF1A	6	0	9
SERF1B	6	0	9
SERF2	2437	1452	1093
SERF2-C15ORF63	1654	626	562
SERGEF	20	59	1
SERHL	49	0	10
SERHL2	13	0	5
SERINC1	570	565	248
SERINC2	259	199	73
SERINC3	157	205	122
SERINC4	6	0	6
SERINC5	43	17	11
SERP1	500	510	146
SERP2	45	0	15
SERPINA1	2	1	1
SERPINA10	0	0	0
SERPINA11	0	0	0
SERPINA12	0	0	7
SERPINA13P	0	0	0
SERPINA2	0	0	0
SERPINA3	2	3	13
SERPINA4	0	0	0
SERPINA5	6	0	0
SERPINA6	6	0	0
SERPINA7	0	0	0
SERPINA9	0	0	0
SERPINB1	14	1	18
SERPINB10	0	0	0
SERPINB11	0	0	0
SERPINB12	0	0	0
SERPINB13	0	0	0
SERPINB2	0	0	0
SERPINB3	0	0	0
SERPINB4	0	0	0
SERPINB5	7	0	1
SERPINB6	217	63	84
SERPINB7	0	31	0
SERPINB8	15	0	0
SERPINB9	19	55	21
SERPINB9P1	0	0	0
SERPINC1	3	0	0
SERPIND1	0	0	0
SERPINE1	391	1409	43
SERPINE2	261	1545	203
SERPINE3	3	0	0
SERPINF1	13	66	28
SERPINF2	0	0	0
SERPING1	79	0	88
SERPINH1	6865	6969	1673
SERPINI1	72	0	32
SERPINI2	3	0	0
SERTAD1	337	359	91
SERTAD2	239	374	95
SERTAD3	22	4	1
SERTAD4	577	986	601
SERTAD4-AS1	30	95	2
SERTM1	17	0	5
SESN1	419	116	88
SESN2	1719	819	591
SESN3	637	1125	512
SESTD1	682	2	131
SET	2763	880	757
SETBP1	359	97	209
SETD1A	157	48	109
SETD1B	129	144	63
SETD2	623	164	125
SETD3	269	208	96
SETD4	53	12	19
SETD5	1557	838	782
SETD6	221	6	27
SETD7	148	238	20
SETD8	74	2	18
SETD9	9	1	25
SETDB1	110	22	25
SETDB2	70	33	50
SETMAR	68	0	36
SETSIP	15	0	0
SETX	552	563	240
SEZ6	79	0	23
SEZ6L	20	0	11
SEZ6L2	1264	385	220
SF1	966	693	292
SF3A1	461	527	142
SF3A2	253	93	43
SF3A3	772	415	118
SF3B1	705	652	225
SF3B2	2483	700	401
SF3B3	988	96	434
SF3B4	66	139	9
SF3B5	2467	1320	594
SF3B6	247	221	95
SFI1	56	0	14
SFMBT1	164	39	33
SFMBT2	22	1	22
SFN	61	2	6
SFPQ	1673	1130	799
SFR1	9	33	1
SFRP1	309	190	504
SFRP2	42	0	67
SFRP4	35	15	0
SFRP5	1	0	0
SFSWAP	436	400	189
SFT2D1	36	0	19
SFT2D2	14	28	0
SFT2D3	49	95	13
SFTA1P	30	0	0
SFTA2	0	0	0
SFTA3	0	0	0
SFTPA1	0	0	0
SFTPA2	0	0	0
SFTPB	1	0	7
SFTPC	0	0	0
SFTPD	1	0	3
SFXN1	192	301	77
SFXN2	29	2	37
SFXN3	232	298	80
SFXN4	232	161	128
SFXN5	17	0	17
SGCA	11	0	4
SGCB	229	443	45
SGCD	282	51	225
SGCE	23	0	0
SGCG	8	0	1
SGCZ	11	0	11
SGIP1	72	0	4
SGK1	22	30	21
SGK2	0	2	0
SGK223	81	123	9
SGK3	3	15	23
SGK494	72	13	58
SGMS1	51	59	17
SGMS1-AS1	5	0	0
SGMS2	20	32	1
SGOL1	15	0	31
SGOL1-AS1	3	0	0
SGOL2	61	51	41
SGPL1	58	187	31
SGPP1	54	33	25
SGPP2	1	0	0
SGSH	31	82	14
SGSM1	7	0	7
SGSM2	278	98	83
SGSM3	619	145	238
SGTA	1691	447	436
SGTB	116	0	7
SH2B1	273	92	84
SH2B2	81	0	19
SH2B3	21	1	13
SH2D1A	0	0	0
SH2D1B	0	0	0
SH2D2A	10	0	0
SH2D3A	2	0	0
SH2D3C	70	72	2
SH2D4A	2	0	31
SH2D4B	0	1	23
SH2D5	37	0	0
SH2D6	0	0	0
SH2D7	0	0	0
SH3BGR	13	0	9
SH3BGRL	211	470	156
SH3BGRL2	50	1	56
SH3BGRL3	383	809	175
SH3BP1	58	10	37
SH3BP2	302	195	121
SH3BP4	124	80	29
SH3BP5	421	295	179
SH3BP5-AS1	449	295	161
SH3BP5L	574	168	253
SH3D19	88	0	27
SH3D21	9	0	11
SH3GL1	835	595	276
SH3GL1P1	0	0	0
SH3GL1P2	0	0	0
SH3GL2	22	0	7
SH3GL3	34	0	32
SH3GLB1	490	431	112
SH3GLB2	213	24	62
SH3KBP1	256	236	139
SH3PXD2A	444	47	440
SH3PXD2A-AS1	19	0	0
SH3PXD2B	676	185	144
SH3RF1	177	59	30
SH3RF2	1	0	0
SH3RF3	52	108	18
SH3RF3-AS1	3	0	0
SH3TC1	17	0	3
SH3TC2	3	0	28
SH3YL1	119	36	34
SHANK1	0	0	0
SHANK2	56	0	50
SHANK2-AS1	3	0	15
SHANK2-AS3	0	0	0
SHANK3	8	0	1
SHARPIN	171	9	63
SHB	30	55	11
SHBG	3	0	13
SHC1	866	1026	341
SHC2	194	1	113
SHC3	73	0	15
SHC4	26	0	21
SHCBP1	15	0	1
SHCBP1L	0	0	0
SHD	54	0	17
SHE	6	1	42
SHF	306	14	37
SHFM1	404	490	112
SHH	4	0	0
SHISA2	36	205	35
SHISA3	0	0	11
SHISA4	196	25	90
SHISA5	1341	834	530
SHISA6	0	0	4
SHISA7	45	0	22
SHISA8	1	0	0
SHISA9	23	0	11
SHKBP1	55	54	12
SHMT1	71	90	11
SHMT2	608	257	100
SHOC2	381	66	81
SHOX	8	1	20
SHOX2	164	0	34
SHPK	20	0	12
SHPRH	81	37	73
SHQ1	48	39	19
SHROOM1	9	0	2
SHROOM2	211	79	18
SHROOM3	148	188	33
SHROOM4	28	1	8
SHTN1	203	44	80
SI	0	0	14
SIAE	60	23	9
SIAH1	86	92	14
SIAH2	120	159	42
SIAH3	4	0	0
SIDT1	0	0	17
SIDT2	255	351	134
SIGIRR	10	61	3
SIGLEC1	2	0	18
SIGLEC10	4	1	6
SIGLEC11	1	0	30
SIGLEC12	0	0	9
SIGLEC14	0	0	33
SIGLEC15	0	0	0
SIGLEC16	0	0	0
SIGLEC17P	0	0	7
SIGLEC5	0	0	0
SIGLEC6	1	0	0
SIGLEC7	0	0	0
SIGLEC8	0	0	0
SIGLEC9	0	0	0
SIGLECL1	7	0	0
SIGMAR1	197	151	112
SIK1	0	0	0
SIK2	91	127	19
SIK3	129	76	40
SIKE1	239	144	83
SIL1	766	262	328
SIM1	5	7	7
SIM2	14	0	23
SIMC1	90	45	56
SIN3A	219	32	147
SIN3B	245	226	75
SIPA1	15	0	2
SIPA1L1	28	350	80
SIPA1L2	499	204	170
SIPA1L3	34	29	68
SIRPA	30	74	7
SIRPB1	0	1	0
SIRPB2	0	0	0
SIRPD	2	0	14
SIRPG	0	0	0
SIRPG-AS1	2	0	6
SIRT1	70	104	27
SIRT2	218	76	77
SIRT3	276	269	51
SIRT4	2	0	0
SIRT5	151	25	68
SIRT6	244	13	72
SIRT7	211	225	95
SIT1	3	0	0
SIVA1	925	428	281
SIX1	274	1631	698
SIX2	16	35	25
SIX3	1	0	0
SIX3-AS1	0	0	0
SIX4	37	38	13
SIX5	44	116	53
SIX6	0	0	1
SKA1	26	0	65
SKA2	474	182	81
SKA3	30	0	27
SKAP1	2	1	0
SKAP2	27	2	1
SKI	390	429	273
SKIDA1	86	1	54
SKIL	333	503	77
SKINTL	0	0	0
SKIV2L	183	133	80
SKIV2L2	1221	321	549
SKOR1	4	0	0
SKOR2	9	0	16
SKP1	783	527	310
SKP1P2	5	1	19
SKP2	52	24	14
SLA	13	0	7
SLA2	29	57	0
SLAIN1	65	1	0
SLAIN2	302	326	136
SLAMF1	0	0	0
SLAMF6	0	0	32
SLAMF7	1	0	2
SLAMF8	0	0	0
SLAMF9	0	0	0
SLBP	191	200	34
SLC10A1	21	0	0
SLC10A2	0	0	0
SLC10A3	54	36	38
SLC10A4	13	0	11
SLC10A5	3	0	0
SLC10A6	0	0	0
SLC10A7	67	0	78
SLC11A1	5	0	25
SLC11A2	152	173	89
SLC12A1	3	0	14
SLC12A2	221	334	121
SLC12A3	5	0	3
SLC12A4	159	258	72
SLC12A5	18	0	2
SLC12A6	191	192	91
SLC12A7	68	3	30
SLC12A8	7	0	3
SLC12A9	121	253	78
SLC13A1	0	0	5
SLC13A2	1	0	20
SLC13A3	27	43	30
SLC13A4	14	0	1
SLC13A5	4	0	0
SLC14A1	17	0	0
SLC14A2	5	0	31
SLC14A2-AS1	4	0	0
SLC15A1	8	0	0
SLC15A2	11	0	33
SLC15A3	318	173	129
SLC15A4	65	34	66
SLC15A5	0	0	0
SLC16A1	580	426	115
SLC16A1-AS1	15	0	0
SLC16A10	9	0	9
SLC16A11	0	0	0
SLC16A12	5	0	0
SLC16A12-AS1	0	0	0
SLC16A13	0	0	0
SLC16A14	271	93	64
SLC16A2	66	42	63
SLC16A3	503	1	6
SLC16A4	23	0	18
SLC16A5	0	0	5
SLC16A6	70	59	12
SLC16A7	26	1	8
SLC16A8	7	0	0
SLC16A9	516	357	143
SLC17A1	5	0	12
SLC17A2	0	0	0
SLC17A3	0	0	0
SLC17A4	0	0	0
SLC17A5	146	49	9
SLC17A6	118	0	12
SLC17A7	13	0	37
SLC17A8	0	0	1
SLC17A9	1	0	1
SLC18A1	0	0	0
SLC18A2	3	0	11
SLC18A3	3	0	0
SLC18B1	78	0	50
SLC19A1	36	17	23
SLC19A2	12	0	15
SLC19A3	3	0	5
SLC1A1	5	0	0
SLC1A2	78	0	25
SLC1A3	107	0	116
SLC1A4	258	194	96
SLC1A5	193	288	58
SLC1A6	46	0	1
SLC1A7	1	0	0
SLC20A1	554	1610	198
SLC20A2	15	6	39
SLC22A1	8	1	26
SLC22A10	3	0	0
SLC22A11	0	0	0
SLC22A12	0	0	0
SLC22A13	0	0	0
SLC22A14	0	0	0
SLC22A15	22	17	4
SLC22A16	0	0	0
SLC22A17	328	100	118
SLC22A18	23	28	4
SLC22A18AS	0	0	0
SLC22A2	0	0	0
SLC22A20	5	0	0
SLC22A23	188	62	17
SLC22A24	0	0	0
SLC22A25	0	0	0
SLC22A3	0	0	23
SLC22A31	0	0	1
SLC22A4	17	0	1
SLC22A5	12	34	23
SLC22A6	0	0	0
SLC22A7	2	0	4
SLC22A8	0	0	0
SLC22A9	0	0	31
SLC23A1	0	0	0
SLC23A2	86	190	54
SLC23A3	9	0	0
SLC24A1	63	0	37
SLC24A2	1	0	4
SLC24A3	1	0	4
SLC24A4	8	0	37
SLC24A5	60	37	0
SLC25A1	208	73	36
SLC25A10	54	2	14
SLC25A11	574	184	191
SLC25A12	71	27	29
SLC25A13	72	29	51
SLC25A14	130	2	45
SLC25A15	31	2	11
SLC25A16	20	4	3
SLC25A17	143	166	31
SLC25A18	5	0	16
SLC25A19	40	0	10
SLC25A2	0	0	0
SLC25A20	34	42	26
SLC25A21	12	0	0
SLC25A21-AS1	88	0	27
SLC25A22	95	101	33
SLC25A23	24	62	42
SLC25A24	156	188	43
SLC25A25	242	170	52
SLC25A25-AS1	45	88	45
SLC25A26	244	31	87
SLC25A27	20	0	35
SLC25A28	66	26	39
SLC25A29	284	117	81
SLC25A3	894	947	168
SLC25A30	33	51	29
SLC25A30-AS1	1	0	0
SLC25A31	0	0	0
SLC25A32	140	109	43
SLC25A33	26	39	7
SLC25A34	4	0	5
SLC25A35	88	0	14
SLC25A36	838	248	209
SLC25A37	262	61	96
SLC25A38	138	125	25
SLC25A39	384	356	96
SLC25A3P1	0	0	0
SLC25A4	176	60	23
SLC25A40	3	0	13
SLC25A41	7	0	4
SLC25A42	13	2	8
SLC25A43	8	12	15
SLC25A44	206	151	61
SLC25A45	18	0	12
SLC25A46	209	155	53
SLC25A47	0	0	0
SLC25A48	0	0	0
SLC25A5	229	211	42
SLC25A5-AS1	13	0	0
SLC25A51	107	0	31
SLC25A51P1	0	0	0
SLC25A52	0	0	0
SLC25A53	22	0	8
SLC25A6	4028	998	1058
SLC26A1	2	0	0
SLC26A10	32	0	1
SLC26A11	29	62	11
SLC26A2	257	118	116
SLC26A3	0	0	0
SLC26A4	2	0	19
SLC26A4-AS1	4	0	5
SLC26A5	5	0	6
SLC26A6	160	1	52
SLC26A7	21	209	0
SLC26A8	1	0	3
SLC26A9	0	0	0
SLC27A1	78	91	8
SLC27A2	16	1	0
SLC27A3	225	54	120
SLC27A4	205	55	67
SLC27A5	56	1	7
SLC27A6	0	0	11
SLC28A1	0	0	0
SLC28A2	5	0	14
SLC28A3	1	0	0
SLC29A1	28	78	18
SLC29A2	21	0	30
SLC29A3	39	0	14
SLC29A4	62	22	43
SLC2A1	43	62	22
SLC2A1-AS1	4	0	0
SLC2A10	1	0	0
SLC2A11	108	0	27
SLC2A12	29	1	7
SLC2A13	7	51	5
SLC2A14	4	0	0
SLC2A2	1	0	0
SLC2A3	390	421	67
SLC2A4	1	0	0
SLC2A4RG	628	826	433
SLC2A5	0	0	0
SLC2A6	17	1	31
SLC2A7	0	0	0
SLC2A8	285	73	94
SLC2A9	1	0	0
SLC30A1	5	56	24
SLC30A10	13	0	0
SLC30A2	3	0	0
SLC30A3	79	40	16
SLC30A4	18	0	6
SLC30A5	61	41	18
SLC30A6	26	6	35
SLC30A7	172	174	74
SLC30A8	10	0	24
SLC30A9	313	361	141
SLC31A1	115	68	17
SLC31A2	4	0	0
SLC32A1	130	0	0
SLC33A1	70	115	8
SLC34A1	0	0	0
SLC34A2	0	0	0
SLC34A3	0	0	0
SLC35A1	141	119	84
SLC35A2	84	80	7
SLC35A3	49	39	32
SLC35A4	101	15	70
SLC35A5	18	52	10
SLC35B1	207	298	85
SLC35B2	28	53	6
SLC35B3	40	95	42
SLC35B4	258	204	86
SLC35C1	138	144	36
SLC35C2	148	39	91
SLC35D1	126	62	49
SLC35D2	17	11	22
SLC35D3	5	0	0
SLC35E1	416	233	106
SLC35E2	309	279	164
SLC35E2B	92	164	60
SLC35E3	37	2	37
SLC35E4	68	0	10
SLC35F1	92	1	117
SLC35F2	35	223	19
SLC35F3	3	0	2
SLC35F4	0	0	2
SLC35F5	121	56	48
SLC35F6	88	140	11
SLC35G1	4	0	1
SLC35G2	8	0	7
SLC35G3	5	0	0
SLC35G4	0	0	0
SLC35G5	12	0	0
SLC35G6	0	0	0
SLC36A1	48	0	31
SLC36A2	0	0	6
SLC36A3	3	0	8
SLC36A4	83	42	43
SLC37A1	34	1	3
SLC37A2	6	0	0
SLC37A3	148	226	78
SLC37A4	93	28	56
SLC38A1	509	311	63
SLC38A10	111	333	35
SLC38A11	0	0	0
SLC38A2	478	883	140
SLC38A3	7	0	1
SLC38A4	8	30	8
SLC38A5	24	3	2
SLC38A6	55	176	25
SLC38A7	130	1	20
SLC38A8	2	0	6
SLC38A9	7	65	3
SLC39A1	608	451	170
SLC39A10	451	213	263
SLC39A11	41	0	27
SLC39A12	0	0	12
SLC39A12-AS1	0	1	5
SLC39A13	112	151	58
SLC39A14	49	65	11
SLC39A2	1	0	0
SLC39A3	93	191	26
SLC39A4	21	0	8
SLC39A5	128	63	63
SLC39A6	1251	644	310
SLC39A7	1326	398	279
SLC39A8	28	0	26
SLC39A9	161	238	46
SLC3A1	5	0	0
SLC3A2	532	352	130
SLC40A1	38	123	41
SLC41A1	122	124	32
SLC41A2	16	0	16
SLC41A3	44	24	5
SLC43A1	36	32	44
SLC43A2	533	259	98
SLC43A3	29	22	8
SLC44A1	165	27	136
SLC44A2	782	129	95
SLC44A3	30	20	22
SLC44A4	5	1	0
SLC44A5	0	0	19
SLC45A1	36	0	5
SLC45A2	0	0	0
SLC45A3	18	28	7
SLC45A4	24	30	9
SLC46A1	182	1	73
SLC46A2	5	0	0
SLC46A3	12	0	10
SLC47A1	1	0	19
SLC47A2	0	0	0
SLC48A1	124	99	71
SLC4A1	79	458	93
SLC4A10	55	0	42
SLC4A11	62	0	17
SLC4A1AP	262	220	32
SLC4A2	81	246	36
SLC4A3	77	1	21
SLC4A4	11	37	4
SLC4A5	42	14	14
SLC4A7	1616	268	235
SLC4A8	242	50	56
SLC4A9	6	0	4
SLC50A1	160	87	86
SLC51A	4	0	0
SLC51B	2	0	0
SLC52A1	12	0	0
SLC52A2	233	72	72
SLC52A3	0	0	0
SLC5A1	1	0	0
SLC5A10	0	0	0
SLC5A11	0	0	0
SLC5A12	50	2	22
SLC5A2	4	0	0
SLC5A3	296	191	203
SLC5A4	13	0	0
SLC5A5	14	0	20
SLC5A6	161	11	26
SLC5A7	7	0	0
SLC5A8	0	0	0
SLC5A9	4	0	0
SLC6A1	7	0	1
SLC6A1-AS1	0	0	0
SLC6A10P	0	0	0
SLC6A11	0	0	3
SLC6A12	0	0	0
SLC6A13	8	0	0
SLC6A14	0	0	1
SLC6A15	51	0	0
SLC6A16	0	0	0
SLC6A17	39	0	9
SLC6A18	0	0	0
SLC6A19	0	0	0
SLC6A2	0	0	0
SLC6A20	11	0	24
SLC6A3	0	0	0
SLC6A4	8	0	0
SLC6A5	0	0	0
SLC6A6	54	36	1
SLC6A7	3	0	0
SLC6A8	218	0	51
SLC6A9	21	62	34
SLC7A1	199	238	46
SLC7A10	34	0	5
SLC7A11	85	37	15
SLC7A11-AS1	4	0	6
SLC7A13	0	0	11
SLC7A14	26	0	0
SLC7A2	25	21	60
SLC7A3	12	0	2
SLC7A4	16	0	0
SLC7A5	378	78	141
SLC7A5P1	0	0	0
SLC7A5P2	27	0	36
SLC7A6	376	167	160
SLC7A6OS	276	111	90
SLC7A7	5	0	0
SLC7A8	781	118	652
SLC7A9	0	0	3
SLC8A1	142	181	34
SLC8A1-AS1	22	0	3
SLC8A2	84	45	24
SLC8A3	46	0	0
SLC8B1	24	1	2
SLC9A1	61	101	24
SLC9A2	19	0	1
SLC9A3	0	0	0
SLC9A3R1	40	125	18
SLC9A3R2	32	0	40
SLC9A4	0	0	0
SLC9A5	28	0	22
SLC9A6	85	157	19
SLC9A7	86	30	29
SLC9A7P1	0	0	0
SLC9A8	82	0	38
SLC9A9	1	0	5
SLC9A9-AS1	0	0	0
SLC9B1	28	0	1
SLC9B2	26	10	33
SLC9C1	0	0	10
SLC9C2	5	0	0
SLCO1A2	99	1	3
SLCO1B1	1	0	0
SLCO1B3	0	0	0
SLCO1B7	0	0	0
SLCO1C1	10	0	0
SLCO2A1	2	0	0
SLCO2B1	3	0	0
SLCO3A1	76	0	52
SLCO4A1	8	1	2
SLCO4A1-AS1	12	0	0
SLCO4C1	4	0	1
SLCO5A1	72	0	27
SLCO6A1	1	0	0
SLED1	0	0	0
SLF1	202	13	96
SLF2	400	96	115
SLFN11	21	1	10
SLFN12	41	71	41
SLFN12L	0	0	0
SLFN13	3	0	11
SLFN14	0	0	1
SLFN5	79	190	31
SLFNL1	1	0	0
SLFNL1-AS1	38	1	36
SLIRP	944	906	127
SLIT1	282	19	5
SLIT1-AS1	3	0	0
SLIT2	147	381	68
SLIT2-IT1	0	0	0
SLIT3	44	97	44
SLITRK1	87	40	3
SLITRK2	13	0	0
SLITRK3	12	0	8
SLITRK4	244	10	54
SLITRK5	39	0	0
SLITRK6	23	0	84
SLK	503	357	207
SLMAP	173	174	81
SLMO1	57	71	32
SLMO2	149	151	40
SLMO2-ATP5E	2141	1427	545
SLN	0	0	0
SLPI	3	0	1
SLTM	1268	480	328
SLU7	272	396	138
SLURP1	0	0	0
SLX1A	0	0	0
SLX1A-SULT1A3	1	0	0
SLX1B	0	0	0
SLX1B-SULT1A4	1	0	0
SLX4	116	0	12
SLX4IP	38	0	0
SMA4	10	0	0
SMA5	3	0	0
SMAD1	488	212	213
SMAD1-AS1	142	130	82
SMAD1-AS2	0	0	0
SMAD2	343	391	172
SMAD3	90	242	200
SMAD4	246	204	89
SMAD5	1390	832	594
SMAD5-AS1	2	2	0
SMAD6	11	227	46
SMAD7	29	81	16
SMAD9	118	106	92
SMAGP	19	2	2
SMAP1	198	66	112
SMAP2	331	197	54
SMARCA1	590	576	319
SMARCA2	671	282	442
SMARCA4	2903	618	935
SMARCA5	1142	641	227
SMARCA5-AS1	114	1	39
SMARCAD1	282	300	92
SMARCAL1	24	43	21
SMARCB1	317	190	97
SMARCC1	2232	1319	922
SMARCC2	1033	197	351
SMARCD1	273	114	76
SMARCD2	442	410	262
SMARCD3	552	243	192
SMARCE1	1240	468	377
SMC1A	948	475	377
SMC1B	7	0	8
SMC2	130	139	105
SMC2-AS1	2	0	5
SMC3	1170	313	240
SMC4	260	241	155
SMC5	476	622	81
SMC5-AS1	1	53	1
SMC6	379	168	195
SMCHD1	592	239	210
SMCO1	0	0	0
SMCO2	1	0	0
SMCO3	64	102	17
SMCO4	16	23	24
SMCP	0	0	0
SMCR2	0	0	0
SMCR5	9	0	0
SMCR8	81	143	36
SMDT1	138	3	60
SMG1	562	295	92
SMG1P1	0	0	0
SMG1P2	0	0	0
SMG1P3	0	0	0
SMG1P5	3	0	4
SMG1P7	15	0	5
SMG5	122	46	18
SMG6	360	449	162
SMG7	427	440	209
SMG7-AS1	5	0	17
SMG8	93	88	33
SMG9	175	75	49
SMIM1	1	0	16
SMIM10	8	40	1
SMIM10L1	229	305	71
SMIM10L2A	5	1	12
SMIM10L2B	72	29	41
SMIM11	0	0	0
SMIM12	105	105	97
SMIM13	113	153	43
SMIM14	75	62	5
SMIM15	255	131	46
SMIM17	20	0	1
SMIM18	43	0	2
SMIM19	88	113	26
SMIM2	0	0	0
SMIM2-AS1	0	0	11
SMIM2-IT1	0	0	8
SMIM20	21	4	2
SMIM21	0	0	26
SMIM22	0	1	0
SMIM23	0	0	0
SMIM24	11	0	5
SMIM3	114	54	17
SMIM4	215	378	71
SMIM5	0	1	0
SMIM6	0	0	0
SMIM7	227	177	134
SMIM8	83	2	18
SMIM9	0	0	0
SMKR1	2	0	0
SMLR1	0	0	0
SMN1	57	25	0
SMN2	57	25	0
SMNDC1	354	174	78
SMO	130	43	94
SMOC1	27	23	36
SMOC2	11	187	52
SMOX	88	64	24
SMPD1	127	129	42
SMPD2	16	0	19
SMPD3	368	2	105
SMPD4	201	240	68
SMPDL3A	6	17	11
SMPDL3B	1	2	0
SMPX	1	0	0
SMR3A	0	0	0
SMR3B	0	0	0
SMS	179	259	53
SMTN	89	161	71
SMTNL1	1	0	0
