enteric_50uM_OXL_1	enteric_water_1	enteric_50uM_OXL_2	enteric_water_2
RGR	0	0	0	0
RGS1	1	1	1	0
RGS10	51	17	1	26
RGS11	13	5	0	20
RGS12	136	26	0	39
RGS13	0	0	0	0
RGS14	46	6	19	5
RGS16	438	442	28	131
RGS17	47	27	0	37
RGS18	0	0	0	0
RGS19	14	0	0	8
RGS2	188	43	163	11
RGS20	11	4	0	2
RGS21	0	0	0	0
RGS22	10	0	0	2
RGS3	202	73	76	69
RGS4	55	7	196	61
RGS5	156	14	608	48
RGS6	0	3	4	9
RGS7	26	10	0	12
RGS7BP	51	49	0	44
RGS8	0	0	0	0
RGS9	1	7	0	15
RGS9BP	0	0	1	0
RGSL1	0	2	0	1
RHAG	0	0	0	0
RHBDD1	115	24	0	18
RHBDD2	521	209	120	100
RHBDD3	57	40	48	4
RHBDF1	150	88	25	39
RHBDF2	16	0	16	0
RHBDL1	17	17	31	3
RHBDL2	8	0	0	3
RHBDL3	18	8	0	9
RHBG	5	6	0	3
RHCE	9	0	0	9
RHCG	5	9	0	1
RHD	0	2	0	0
RHEB	47	49	0	79
RHEBL1	22	9	0	11
RHNO1	163	57	23	27
RHO	5	0	0	4
RHOA	833	303	2131	242
RHOB	203	40	270	44
RHOBTB1	132	22	32	56
RHOBTB2	317	59	85	55
RHOBTB3	843	572	343	339
RHOC	1485	477	1041	300
RHOD	21	1	1	0
RHOF	33	15	0	27
RHOG	100	48	236	38
RHOH	0	0	0	0
RHOJ	97	8	135	108
RHOQ	150	46	62	129
RHOT1	192	78	0	90
RHOT2	596	277	368	173
RHOU	194	18	56	251
RHOV	65	6	23	0
RHOXF1	0	0	0	0
RHOXF1-AS1	3	0	0	0
RHOXF1P1	13	0	0	0
RHOXF2	0	0	0	0
RHOXF2B	0	0	0	0
RHPN1	34	3	4	13
RHPN1-AS1	0	0	0	0
RHPN2	8	30	0	2
RIBC1	2	0	0	0
RIBC2	4	0	0	0
RIC1	180	93	453	43
RIC3	236	139	55	87
RIC8A	237	66	314	63
RIC8B	125	64	48	38
RICTOR	80	69	33	47
RIF1	1147	611	412	356
RIIAD1	18	5	0	8
RILP	4	0	0	0
RILPL1	142	30	0	9
RILPL2	21	3	34	8
RIMBP2	40	3	39	25
RIMBP3	0	0	0	0
RIMBP3B	0	0	0	0
RIMBP3C	1	0	3	3
RIMKLA	41	27	0	61
RIMKLB	258	149	50	61
RIMS1	308	174	78	151
RIMS2	135	56	1	144
RIMS3	300	140	0	131
RIMS4	1134	629	59	525
RIN1	113	21	9	35
RIN2	39	10	0	4
RIN3	18	0	1	13
RING1	295	125	294	102
RINL	3	6	0	0
RINT1	71	26	60	16
RIOK1	387	139	67	108
RIOK2	104	43	0	28
RIOK3	381	243	331	111
RIPK1	90	17	211	18
RIPK2	32	40	65	4
RIPK3	0	0	0	0
RIPK4	4	4	58	0
RIPPLY1	0	0	0	0
RIPPLY2	4	0	0	0
RIPPLY3	8	2	0	7
RIT1	259	195	177	55
RIT2	147	59	184	46
RITA1	96	28	15	39
RLBP1	0	0	0	0
RLF	778	369	404	157
RLIM	425	341	122	110
RLN1	0	0	0	0
RLN2	2	0	0	2
RLN3	0	0	0	0
RLTPR	54	30	25	48
RMDN1	276	149	216	59
RMDN2	16	3	0	13
RMDN2-AS1	0	0	0	0
RMDN3	162	93	191	41
RMI1	41	20	1	21
RMI2	14	3	23	4
RMND1	25	11	24	2
RMND5A	60	30	57	43
RMND5B	46	28	86	17
RMRP	62	0	0	10
RMST	146	73	0	22
RN7SK	595	53	72	85
RN7SL1	97	12	30	17
RN7SL2	196	38	70	22
RNA18S5	1	0	1	0
RNA28S5	93	3	22	7
RNA45S5	114	16	23	13
RNA5-8S5	0	0	0	0
RNA5S1	0	0	0	0
RNA5S10	0	0	0	0
RNA5S11	0	0	0	0
RNA5S12	0	0	0	0
RNA5S13	0	0	0	0
RNA5S14	0	0	0	0
RNA5S15	0	0	0	0
RNA5S16	0	0	0	0
RNA5S17	0	0	0	0
RNA5S2	0	0	0	0
RNA5S3	0	0	0	0
RNA5S4	0	0	0	0
RNA5S5	0	0	0	0
RNA5S6	0	0	0	0
RNA5S7	0	0	0	0
RNA5S8	0	0	0	0
RNA5S9	0	0	0	0
RNASE1	7	1	0	0
RNASE10	0	0	0	0
RNASE11	1	0	0	0
RNASE12	0	0	0	0
RNASE13	0	0	0	0
RNASE2	0	0	0	0
RNASE3	0	0	0	0
RNASE4	11	0	11	0
RNASE6	0	0	1	0
RNASE7	7	0	0	0
RNASE8	0	0	0	0
RNASE9	0	0	0	0
RNASEH1	243	58	213	50
RNASEH1-AS1	120	17	1	24
RNASEH2A	121	49	41	5
RNASEH2B	50	5	34	16
RNASEH2B-AS1	5	1	0	0
RNASEH2C	713	340	356	204
RNASEK	2055	1317	1096	575
RNASEK-C17orf49	2220	1405	1266	614
RNASEL	41	5	0	27
RNASET2	25	7	24	5
RND1	14	1	1	0
RND2	280	112	47	38
RND3	1075	481	1715	217
RNF10	1026	396	604	254
RNF103	70	30	1	26
RNF103-CHMP3	920	185	704	293
RNF11	199	103	310	63
RNF111	161	85	63	39
RNF112	55	13	1	12
RNF113A	85	32	59	8
RNF113B	9	0	0	0
RNF114	302	98	193	66
RNF115	118	34	137	71
RNF121	300	60	300	66
RNF122	57	22	1	8
RNF123	69	22	36	42
RNF125	2	0	0	3
RNF126	136	41	194	26
RNF126P1	0	0	0	0
RNF128	5	0	0	0
RNF13	51	32	39	31
RNF130	24	3	60	0
RNF133	0	0	0	0
RNF135	18	4	37	21
RNF138	56	45	0	13
RNF138P1	29	16	0	12
RNF139	232	68	33	47
RNF139-AS1	25	11	0	3
RNF14	118	51	174	40
RNF141	80	25	70	41
RNF144A	70	26	33	22
RNF144A-AS1	20	1	0	0
RNF144B	8	1	60	2
RNF145	577	264	343	224
RNF146	86	36	11	24
RNF148	0	0	0	0
RNF149	177	89	125	55
RNF150	169	88	1	70
RNF151	0	0	0	0
RNF152	10	0	0	0
RNF157	215	124	0	153
RNF157-AS1	3	0	0	2
RNF165	328	210	0	12
RNF166	34	21	86	9
RNF167	691	406	310	215
RNF168	347	260	258	66
RNF169	300	199	370	143
RNF17	0	4	51	0
RNF170	91	12	34	23
RNF175	26	7	0	1
RNF180	23	16	0	19
RNF181	776	441	554	159
RNF182	33	12	0	0
RNF183	7	6	0	11
RNF185	11	3	4	6
RNF186	1	1	0	0
RNF187	2653	1612	664	752
RNF19A	194	112	63	82
RNF19B	106	30	148	9
RNF2	143	85	151	57
RNF20	585	425	151	149
RNF207	43	2	84	19
RNF208	91	39	0	17
RNF212	9	1	26	9
RNF212B	14	24	0	9
RNF213	177	97	99	151
RNF214	288	170	283	95
RNF215	74	32	26	64
RNF216	271	104	32	134
RNF216-IT1	1	0	0	0
RNF216P1	459	161	307	154
RNF217	15	7	125	9
RNF217-AS1	0	0	0	0
RNF219	176	113	67	12
RNF219-AS1	28	19	0	8
RNF220	431	113	388	100
RNF222	14	0	0	1
RNF223	0	0	0	0
RNF224	0	0	0	0
RNF225	0	0	0	0
RNF24	473	226	136	130
RNF25	86	48	0	31
RNF26	222	131	321	125
RNF31	133	88	0	40
RNF32	13	1	36	3
RNF34	162	120	220	52
RNF38	343	238	150	96
RNF39	58	11	97	19
RNF4	96	31	198	58
RNF40	370	127	92	103
RNF41	245	152	212	48
RNF43	20	1	1	3
RNF44	99	68	71	87
RNF5	82	38	64	14
RNF5P1	6	2	0	1
RNF6	249	72	66	23
RNF7	290	100	433	89
RNF8	340	119	189	81
RNFT1	13	7	24	5
RNFT2	95	82	38	47
RNGTT	145	47	325	56
RNH1	272	101	410	51
RNLS	0	0	0	0
RNMT	633	496	278	191
RNMTL1	149	48	0	42
RNPC3	208	77	205	74
RNPEP	143	12	239	5
RNPEPL1	86	25	69	53
RNPS1	218	69	232	25
RNU1-1	11	3	0	0
RNU1-13P	0	1	0	0
RNU1-2	11	3	0	0
RNU1-27P	11	3	0	0
RNU1-28P	11	3	0	0
RNU1-3	11	3	0	0
RNU1-4	11	3	0	0
RNU105B	0	0	0	0
RNU105C	0	0	0	0
RNU11	48	47	0	14
RNU12	4	0	1	6
RNU2-1	0	0	0	0
RNU2-2P	12	17	56	3
RNU4-1	48	4	0	26
RNU4-2	154	41	107	119
RNU4ATAC	20242	6412	9357	6984
RNU5A-1	12	0	38	10
RNU5B-1	22	4	53	0
RNU5D-1	1	0	0	0
RNU5E-1	1	9	0	0
RNU5F-1	9	1	0	0
RNU6-1	156	54	73	16
RNU6-10P	1	0	0	0
RNU6-14P	0	0	0	0
RNU6-15P	0	0	0	0
RNU6-16P	3	0	0	0
RNU6-19P	0	1	0	0
RNU6-2	156	54	73	16
RNU6-21P	0	0	0	0
RNU6-23P	1	0	0	2
RNU6-26P	8	0	0	0
RNU6-28P	1	5	0	1
RNU6-30P	2	1	0	1
RNU6-31P	2	0	0	0
RNU6-33P	6	2	0	0
RNU6-34P	3	0	0	0
RNU6-35P	1	0	0	0
RNU6-36P	2	2	0	0
RNU6-39P	10	0	0	0
RNU6-42P	2	0	0	0
RNU6-45P	0	0	0	3
RNU6-46P	5	0	0	0
RNU6-48P	3	0	0	0
RNU6-52P	0	0	0	0
RNU6-53P	0	0	0	0
RNU6-55P	0	0	0	0
RNU6-56P	0	0	0	0
RNU6-57P	0	0	0	0
RNU6-58P	0	0	0	0
RNU6-59P	0	0	0	0
RNU6-63P	0	0	0	0
RNU6-64P	0	0	0	0
RNU6-66P	0	0	0	0
RNU6-67P	0	0	0	0
RNU6-68P	0	0	0	0
RNU6-69P	0	0	0	0
RNU6-7	163	54	73	16
RNU6-71P	0	0	0	0
RNU6-72P	0	0	0	0
RNU6-75P	0	0	0	0
RNU6-76P	0	0	0	0
RNU6-78P	0	0	0	11
RNU6-79P	0	0	0	0
RNU6-8	163	54	73	16
RNU6-81P	0	0	0	0
RNU6-82P	0	0	0	1
RNU6-83P	0	0	0	0
RNU6-9	156	54	73	16
RNU6ATAC	10	1	0	5
RNU7-1	1	0	0	6
RNU86	0	0	0	0
RNVU1-1	0	0	0	0
RNVU1-14	1	7	0	0
RNVU1-15	4	16	0	0
RNVU1-17	2	4	0	0
RNVU1-18	11	3	0	0
RNVU1-19	4	12	0	0
RNVU1-20	1	0	0	0
RNVU1-3	0	0	0	0
RNVU1-4	1	0	0	0
RNVU1-6	0	4	0	0
RNVU1-7	5	0	0	0
RNVU1-8	0	0	0	4
RNY1	311	44	72	28
RNY3	0	0	0	0
RNY4	301	30	44	5
RNY5	285	65	44	16
ROBO1	444	205	391	252
ROBO2	169	76	10	90
ROBO3	228	92	1	10
ROBO4	0	0	0	0
ROCK1	843	484	368	214
ROCK1P1	0	3	0	1
ROCK2	470	190	625	181
ROGDI	276	97	68	63
ROM1	6	9	0	0
ROMO1	1556	342	1163	250
ROPN1	0	0	0	0
ROPN1B	12	3	0	13
ROPN1L	0	0	0	0
ROPN1L-AS1	7	0	0	0
ROR1	221	53	400	112
ROR1-AS1	23	10	10	12
ROR2	81	15	119	16
RORA	101	33	170	29
RORA-AS1	8	1	0	2
RORA-AS2	0	0	0	1
RORB	15	10	0	13
RORB-AS1	3	6	0	0
RORC	0	6	0	0
ROS1	0	0	0	0
RP1	1	2	0	6
RP11-87M18.2	0	0	0	0
RP1L1	4	0	0	0
RP2	11	3	26	1
RP9	140	35	105	27
RP9P	251	91	115	21
RPA1	261	62	220	43
RPA2	151	50	52	43
RPA3	85	8	9	10
RPA4	1	1	0	5
RPAIN	481	108	343	46
RPAP1	196	100	22	31
RPAP2	85	26	19	8
RPAP3	373	222	68	73
RPARP-AS1	78	25	0	10
RPE	73	14	3	7
RPE65	0	1	0	0
RPEL1	2	0	0	0
RPF1	455	209	213	146
RPF2	381	205	356	41
RPGR	49	21	2	10
RPGRIP1	12	0	0	1
RPGRIP1L	103	60	153	9
RPH3A	4	0	0	2
RPH3AL	4	2	0	0
RPIA	224	71	18	28
RPL10	729	382	404	220
RPL10A	526	178	191	145
RPL10L	0	0	0	0
RPL11	5976	2290	3246	1549
RPL12	6081	3688	1471	1249
RPL13	4110	1985	1280	814
RPL13A	1215	378	201	310
RPL13AP17	0	0	0	0
RPL13AP20	487	293	70	190
RPL13AP3	4	9	26	1
RPL13AP5	133	99	81	116
RPL13AP6	1	0	2	1
RPL13P5	24	18	0	0
RPL14	1457	657	408	483
RPL15	4056	1717	2628	1810
RPL17	277	196	11	39
RPL17-C18orf32	561	191	72	138
RPL18	9156	4407	3080	2159
RPL18A	36	3	1	0
RPL19	3447	1062	1714	726
RPL19P12	3	5	1	10
RPL21	317	175	75	129
RPL21P28	42	14	8	16
RPL21P44	25	18	0	9
RPL22	731	536	296	306
RPL22L1	158	68	134	103
RPL23	6499	2662	2249	1410
RPL23A	740	461	345	193
RPL23AP32	24	15	1	17
RPL23AP53	10	4	9	0
RPL23AP64	1	0	0	0
RPL23AP7	17	4	0	11
RPL23AP82	16	11	0	1
RPL23AP87	0	0	0	0
RPL23P8	0	0	0	8
RPL24	2452	1058	1486	718
RPL26	4718	2126	1566	1101
RPL26L1	83	27	35	14
RPL27	3813	871	2625	871
RPL27A	53438	30557	10930	13456
RPL28	2883	1591	1187	987
RPL29	545	302	316	96
RPL29P2	1	32	0	0
RPL3	210	126	68	23
RPL30	3828	1238	2612	1070
RPL31	7623	2936	2163	2049
RPL31P11	33	7	2	7
RPL32	7091	3408	2766	1491
RPL32P3	31	19	27	5
RPL34	4089	1331	2256	926
RPL34-AS1	2	0	0	0
RPL35	14487	7157	2404	2352
RPL35A	4577	2171	2230	1636
RPL36	10690	3447	2285	1067
RPL36A	130	79	104	2
RPL36A-HNRNPH2	367	96	197	73
RPL36AL	520	307	520	120
RPL37	7677	1815	2449	1556
RPL37A	31188	10536	8774	5260
RPL38	4349	1467	2293	952
RPL39	5886	3122	2019	2143
RPL39L	140	73	23	22
RPL3L	0	0	0	0
RPL4	1815	707	754	386
RPL41	3517	2600	607	1697
RPL5	8286	5099	3699	2285
RPL6	316	89	131	70
RPL7	38	11	1	8
RPL7A	1991	845	1215	550
RPL7L1	309	163	108	63
RPL8	16637	8704	3853	3480
RPL9	158	65	36	110
RPLP0	1946	797	1232	690
RPLP0P2	292	29	121	22
RPLP1	23369	6186	8707	4139
RPLP2	16970	7301	5765	2904
RPN1	426	244	446	106
RPN2	779	250	1011	314
RPP14	186	48	217	19
RPP21	249	101	159	55
RPP25	80	6	19	25
RPP25L	85	26	140	31
RPP30	103	56	1	33
RPP38	103	43	31	20
RPP40	70	30	76	36
RPPH1	647	105	3	35
RPRD1A	152	64	80	24
RPRD1B	97	90	66	41
RPRD2	321	190	32	155
RPRM	76	31	0	26
RPRML	24	17	0	3
RPS10	390	151	223	110
RPS10-NUDT3	204	95	99	69
RPS10P7	6	2	0	0
RPS11	11663	7042	3245	3605
RPS12	11706	4772	6704	3965
RPS13	2544	1066	1536	655
RPS14	19753	13557	4562	6324
RPS14P3	459	209	344	221
RPS15	3984	1439	1075	545
RPS15A	1416	265	541	100
RPS15AP10	21	10	0	29
RPS16	3701	1852	1786	1377
RPS16P5	15	12	1	0
RPS17	6768	2613	3026	1279
RPS18	998	250	278	143
RPS18P9	215	107	108	160
RPS19	26286	9104	8391	3370
RPS19BP1	717	309	411	139
RPS2	817	347	683	160
RPS20	1918	677	1236	489
RPS21	6725	2517	2244	1450
RPS23	2335	970	973	873
RPS24	18641	7911	7703	3431
RPS25	717	592	164	324
RPS26	22	5	0	1
RPS26P11	0	0	0	0
RPS27	295	88	40	40
RPS27A	20661	10289	6814	4336
RPS27L	8876	2074	4014	640
RPS28	257	122	48	76
RPS29	10228	2296	4511	1986
RPS2P32	0	0	1	0
RPS3	12834	8187	6267	6206
RPS3A	127	45	1	8
RPS4X	15578	8114	3833	4354
RPS4Y1	0	0	0	1
RPS4Y2	0	0	0	0
RPS5	5925	2950	2760	1837
RPS6	7935	3135	4235	2574
RPS6KA1	141	34	3	27
RPS6KA2	85	44	91	42
RPS6KA2-AS1	0	0	0	0
RPS6KA2-IT1	0	0	0	0
RPS6KA3	109	48	101	109
RPS6KA4	76	10	23	14
RPS6KA5	19	21	2	55
RPS6KA6	47	30	0	15
RPS6KB1	231	100	240	99
RPS6KB2	486	159	211	83
RPS6KC1	88	30	118	35
RPS6KL1	80	32	0	25
RPS7	217	24	92	8
RPS7P5	0	0	0	1
RPS8	10901	5922	3782	2738
RPS9	5573	5080	2191	3022
RPSA	278	108	107	44
RPSAP52	3	2	80	8
RPSAP58	1367	714	553	470
RPSAP9	0	2	0	0
RPTN	0	0	0	0
RPTOR	53	24	35	40
RPUSD1	30	10	23	31
RPUSD2	115	19	73	12
RPUSD3	132	63	124	28
RPUSD4	161	93	52	44
RQCD1	207	61	91	67
RRAD	75	10	1	6
RRAGA	249	53	221	94
RRAGB	77	57	58	51
RRAGC	630	423	577	133
RRAGD	337	455	119	74
RRAS	66	21	62	24
RRAS2	77	19	20	9
RRBP1	973	296	614	746
RREB1	34	20	25	24
RRH	21	5	0	8
RRM1	525	167	111	66
RRM2	108	23	39	38
RRM2B	194	76	175	22
RRN3	211	97	184	34
RRN3P1	1	1	0	1
RRN3P2	0	0	0	0
RRN3P3	14	7	28	0
RRNAD1	4	8	7	4
RRP1	426	125	174	60
RRP12	318	68	58	64
RRP15	459	183	503	93
RRP1B	653	241	566	88
RRP36	292	89	161	33
RRP7A	481	110	282	83
RRP7BP	100	48	0	22
RRP8	247	161	58	32
RRP9	107	30	23	24
RRS1	295	57	189	40
RRS1-AS1	3	4	0	0
RS1	15	9	0	3
RSAD1	90	25	89	21
RSAD2	0	0	0	1
RSBN1	364	135	26	64
RSBN1L	238	119	145	31
RSC1A1	0	6	0	0
RSF1	1212	804	620	501
RSG1	6	0	0	0
RSL1D1	1056	555	473	170
RSL24D1	263	188	373	77
RSPH1	0	0	0	8
RSPH10B	0	0	0	0
RSPH10B2	0	0	0	0
RSPH14	7	0	0	2
RSPH3	33	10	0	2
RSPH4A	49	10	28	0
RSPH6A	0	0	0	0
RSPH9	23	9	0	13
RSPO1	1	0	0	7
RSPO2	6	34	45	60
RSPO3	1	5	93	18
RSPO4	0	0	0	5
RSPRY1	398	244	265	155
RSRC1	327	341	105	165
RSRC2	2426	1280	494	524
RSRP1	316	76	119	27
RSU1	94	13	114	69
RSU1P2	0	0	0	1
RTBDN	12	1	0	1
RTCA	243	166	245	120
RTCA-AS1	16	0	0	1
RTCB	386	136	330	116
RTEL1	47	4	39	0
RTEL1-TNFRSF6B	12	4	0	0
RTF1	1501	691	834	274
RTFDC1	978	642	311	286
RTKN	51	2	48	8
RTKN2	53	49	2	33
RTL1	0	6	0	0
RTN1	1150	330	8	554
RTN2	78	28	0	61
RTN3	524	386	171	147
RTN4	4043	2157	2426	1832
RTN4IP1	27	6	1	11
RTN4R	69	67	0	35
RTN4RL1	17	0	0	29
RTN4RL2	6	4	0	0
RTP1	0	0	0	0
RTP2	0	0	0	0
RTP3	0	0	0	0
RTP4	2	0	0	0
RTP5	0	0	0	0
RTTN	7	18	59	6
RUFY1	182	88	143	57
RUFY2	413	242	45	98
RUFY3	1315	751	225	409
RUFY4	0	0	0	0
RUNDC1	269	113	27	70
RUNDC3A	239	75	0	64
RUNDC3A-AS1	53	38	0	4
RUNDC3B	135	38	0	47
RUNX1	105	14	151	25
RUNX1-IT1	2	0	0	16
RUNX1T1	1795	399	320	305
RUNX2	76	7	40	36
RUNX3	9	0	0	13
RUSC1	1001	799	63	343
RUSC1-AS1	479	401	36	263
RUSC2	108	24	73	22
RUVBL1	234	60	302	36
RUVBL1-AS1	2	0	0	0
RUVBL2	206	45	82	60
RWDD1	364	142	259	63
RWDD2A	3	1	0	3
RWDD2B	49	3	41	50
RWDD3	29	9	87	19
RWDD4	80	10	188	5
RXFP1	18	0	0	32
RXFP2	0	0	0	0
RXFP3	3	0	0	0
RXFP4	0	0	0	0
RXRA	232	108	264	168
RXRB	135	58	267	49
RXRG	7	2	74	5
RYBP	790	442	423	256
RYK	176	64	148	26
RYR1	31	17	33	31
RYR2	11	9	0	48
RYR3	3	12	0	20
S100A1	0	0	0	1
S100A10	769	114	1286	287
S100A11	542	60	1102	112
S100A12	0	0	0	0
S100A13	700	158	561	201
S100A14	7	6	0	0
S100A16	124	12	72	36
S100A2	8	0	0	0
S100A3	1	0	0	0
S100A4	40	13	57	18
S100A5	0	0	0	0
S100A6	149	35	47	145
S100A7	0	0	0	0
S100A7A	0	0	0	0
S100A7L2	0	0	0	0
S100A8	0	0	0	0
S100A9	1	1	1	4
S100B	8	2	26	94
S100G	0	0	0	0
S100P	7	3	1	0
S100PBP	165	49	57	37
S100Z	0	0	0	5
S1PR1	14	0	0	6
S1PR2	136	36	101	47
S1PR3	9	1	3	0
S1PR4	0	0	0	0
S1PR5	0	0	0	0
SAA1	1	0	0	1
SAA2	8	0	0	2
SAA2-SAA4	0	0	0	0
SAA3P	0	0	0	0
SAA4	0	0	0	0
SAAL1	125	54	77	15
SAC3D1	498	145	265	39
SACM1L	113	18	28	33
SACS	643	198	539	138
SACS-AS1	8	0	0	0
SAE1	481	159	553	116
SAFB	385	206	164	97
SAFB2	805	617	256	191
SAG	10	0	0	0
SAGE1	0	0	0	0
SALL1	64	17	0	3
SALL2	354	143	39	84
SALL3	9	0	0	0
SALL4	38	21	1	1
SALRNA1	19	0	7	29
SALRNA2	0	0	0	0
SALRNA3	0	0	0	0
SAMD1	381	53	61	90
SAMD10	93	12	1	12
SAMD11	171	45	159	51
SAMD12	1	8	0	46
SAMD12-AS1	4	0	0	0
SAMD13	10	2	0	17
SAMD14	430	64	36	98
SAMD15	10	2	0	0
SAMD3	0	0	0	8
SAMD4A	104	60	128	30
SAMD4B	142	47	37	43
SAMD5	58	22	47	63
SAMD7	5	0	0	0
SAMD8	87	39	0	45
SAMD9	2	1	0	3
SAMD9L	4	1	1	9
SAMHD1	2	1	0	2
SAMM50	237	122	101	88
SAMSN1	1	0	0	2
SAMSN1-AS1	0	0	0	0
SAP130	165	89	140	31
SAP18	1129	500	287	259
SAP25	67	153	0	9
SAP30	110	35	110	60
SAP30BP	756	215	337	209
SAP30L	80	38	107	86
SAP30L-AS1	25	7	175	18
SAPCD1	6	3	0	2
SAPCD1-AS1	8	3	0	0
SAPCD2	22	54	0	20
SAR1A	673	220	462	149
SAR1B	121	83	97	39
SARAF	370	160	390	221
SARDH	10	4	0	3
SARM1	160	39	0	62
SARNP	390	153	192	93
SARS	2840	2297	847	533
SARS2	72	34	6	13
SART1	61	61	7	2
SART3	399	218	77	113
SASH1	148	70	332	103
SASH3	0	2	1	0
SASS6	141	107	78	42
SAT1	697	569	536	53
SAT2	1376	675	915	144
SATB1	107	113	40	84
SATB1-AS1	0	0	0	0
SATB2	11	0	71	16
SATB2-AS1	0	0	0	0
SATL1	2	0	0	0
SAV1	96	56	27	50
SAXO1	0	0	0	0
SAXO2	1	1	0	0
SAYSD1	65	8	0	34
SBDS	197	94	263	29
SBDSP1	63	39	73	30
SBF1	505	398	384	93
SBF1P1	1	1	0	0
SBF2	166	92	228	60
SBF2-AS1	12	8	0	0
SBK1	812	445	100	105
SBK2	0	0	0	0
SBK3	0	0	0	0
SBNO1	1310	618	569	266
SBNO2	80	23	100	86
SBSN	13	2	0	0
SBSPON	11	3	0	0
SC5D	184	261	127	79
SCAF1	92	71	39	27
SCAF11	1173	632	486	325
SCAF4	111	72	78	27
SCAF8	297	166	78	78
SCAI	109	63	18	72
SCAMP1	298	138	190	123
SCAMP1-AS1	33	4	1	11
SCAMP2	210	139	191	35
SCAMP3	337	109	203	65
SCAMP4	139	49	139	88
SCAMP5	687	366	96	193
SCAND1	335	136	160	90
SCAND2P	111	46	22	19
SCAP	281	110	153	84
SCAPER	415	357	66	199
SCARA3	36	10	110	18
SCARA5	0	0	0	3
SCARB1	32	8	75	17
SCARB2	709	260	779	103
SCARF1	13	0	0	0
SCARF2	130	20	258	60
SCARNA1	16	0	0	5
SCARNA10	67	9	1	0
SCARNA11	17	11	0	0
SCARNA12	29	0	43	2
SCARNA13	24	1	0	0
SCARNA14	0	0	0	13
SCARNA15	0	0	0	19
SCARNA16	35	18	0	6
SCARNA17	109	1	1	3
SCARNA18	56	0	100	0
SCARNA2	351	4	8	15
SCARNA20	59	19	28	0
SCARNA21	97	2	0	25
SCARNA22	953	183	46	30
SCARNA23	0	0	0	0
SCARNA27	17	9	0	13
SCARNA3	59	14	0	11
SCARNA4	87	8	45	11
SCARNA5	24	7	0	2
SCARNA6	0	0	0	0
SCARNA7	37	22	57	4
SCARNA8	16	0	0	0
SCARNA9	516	165	453	195
SCARNA9L	26	15	0	5
SCART1	0	2	0	20
SCCPDH	111	36	7	40
SCD	390	892	48	335
SCD5	224	154	186	145
SCEL	0	0	0	0
SCEL-AS1	0	0	0	0
SCFD1	253	85	285	57
SCFD2	20	33	4	60
SCG2	1069	461	83	746
SCG3	339	160	45	209
SCG5	244	190	24	117
SCGB1A1	0	0	0	0
SCGB1B2P	6	0	0	0
SCGB1C1	0	0	0	0
SCGB1C2	0	0	0	0
SCGB1D1	0	0	0	0
SCGB1D2	3	1	0	0
SCGB1D4	0	2	0	0
SCGB2A1	0	0	0	0
SCGB2A2	0	0	0	0
SCGB2B2	0	0	2	0
SCGB2B3P	0	1	0	0
SCGB3A1	0	0	0	0
SCGB3A2	0	1	0	0
SCGN	6	3	0	94
SCHIP1	124	32	199	14
SCHLAP1	0	0	0	0
SCIMP	0	1	0	0
SCIN	6	2	36	13
SCLT1	116	18	31	28
SCLY	31	10	42	4
SCMH1	73	18	69	26
SCML1	47	30	22	10
SCML2	13	14	53	11
SCML4	21	7	1	16
SCN10A	0	0	0	6
SCN11A	0	0	0	6
SCN1A	35	8	0	3
SCN1B	26	3	0	1
SCN2A	671	268	0	173
SCN2B	54	5	50	99
SCN3A	831	518	3	188
SCN3B	622	232	52	245
SCN4A	1	0	0	0
SCN4B	2	0	1	6
SCN5A	0	0	0	0
SCN7A	1	0	1	13
SCN8A	136	94	47	103
SCN9A	118	17	1	99
SCNM1	311	96	119	27
SCNN1A	13	1	0	1
SCNN1B	0	3	0	0
SCNN1D	51	5	36	11
SCNN1G	0	0	0	0
SCO1	183	90	137	54
SCO2	162	23	11	17
SCOC	208	108	222	187
SCOC-AS1	14	2	0	0
SCP2	112	29	191	76
SCP2D1	0	0	0	0
SCPEP1	20	12	0	14
SCRG1	14	0	0	42
SCRIB	137	53	22	25
SCRN1	366	162	548	133
SCRN2	58	48	66	56
SCRN3	71	46	52	47
SCRT1	210	85	1	15
SCRT2	162	38	2	22
SCT	10	0	0	0
SCTR	9	0	0	0
SCUBE1	8	2	0	15
SCUBE2	9	24	0	15
SCUBE3	143	71	51	72
SCX	52	7	47	21
SCYL1	143	60	122	97
SCYL2	265	162	270	92
SCYL3	21	2	0	9
SDAD1	362	89	134	100
SDC1	1085	224	171	100
SDC2	177	46	1086	147
SDC3	251	91	147	193
SDC4	166	30	361	46
SDC4P	0	0	0	0
SDCBP	257	30	199	64
SDCBP2	24	15	1	0
SDCBP2-AS1	1	5	0	7
SDCCAG3	152	37	92	34
SDCCAG8	458	257	418	161
SDE2	262	142	168	24
SDF2	79	16	278	26
SDF2L1	648	329	466	289
SDF4	600	204	477	179
SDHA	139	58	1	12
SDHAF1	75	38	0	21
SDHAF2	180	49	248	46
SDHAF3	17	1	20	0
SDHAF4	37	7	0	2
SDHAP1	10	21	0	0
SDHAP2	0	0	0	0
SDHAP3	2	3	0	5
SDHB	30	4	155	19
SDHC	126	27	146	21
SDHD	3	1	0	0
SDK1	5	8	0	22
SDK2	64	100	1	18
SDPR	53	0	73	0
SDR16C5	2	0	0	0
SDR16C6P	0	0	0	2
SDR39U1	199	105	66	68
