sensory_water_1	sensory_50uM_OXL_	sensory_water_2
SLC10A4	0	11	5
SLC10A5	0	0	0
SLC10A6	0	0	0
SLC10A7	0	78	35
SLC11A1	31	25	13
SLC11A2	41	89	88
SLC12A1	3	14	0
SLC12A2	71	121	84
SLC12A3	47	3	0
SLC12A4	1	72	29
SLC12A5	0	2	0
SLC12A6	21	91	49
SLC12A7	18	30	22
SLC12A8	0	3	0
SLC12A9	15	78	85
SLC13A1	0	5	0
SLC13A2	0	20	0
SLC13A3	7	30	23
SLC13A4	0	1	7
SLC13A5	0	0	0
SLC14A1	32	0	0
SLC14A2	42	31	2
SLC14A2-AS1	0	0	0
SLC15A1	2	0	0
SLC15A2	8	33	4
SLC15A3	81	129	56
SLC15A4	8	66	35
SLC15A5	0	0	0
SLC16A1	66	115	103
SLC16A1-AS1	0	0	0
SLC16A10	8	9	0
SLC16A11	0	0	0
SLC16A12	22	0	2
SLC16A12-AS1	0	0	0
SLC16A13	0	0	4
SLC16A14	44	64	56
SLC16A2	12	63	15
SLC16A3	7	6	7
SLC16A4	0	18	0
SLC16A5	0	5	6
SLC16A6	20	12	22
SLC16A7	23	8	34
SLC16A8	0	0	0
SLC16A9	113	143	229
SLC17A1	0	12	0
SLC17A2	0	0	0
SLC17A3	0	0	0
SLC17A4	0	0	0
SLC17A5	2	9	23
SLC17A6	0	12	46
SLC17A7	20	37	60
SLC17A8	0	1	17
SLC17A9	7	1	0
SLC18A1	0	0	0
SLC18A2	0	11	8
SLC18A3	0	0	0
SLC18B1	86	50	40
SLC19A1	22	23	23
SLC19A2	20	15	9
SLC19A3	0	5	4
SLC1A1	2	0	0
SLC1A2	17	25	16
SLC1A3	51	116	81
SLC1A4	161	96	209
SLC1A5	20	58	115
SLC1A6	0	1	0
SLC1A7	0	0	0
SLC20A1	112	198	181
SLC20A2	27	39	13
SLC22A1	3	26	3
SLC22A10	0	0	0
SLC22A11	0	0	0
SLC22A12	0	0	0
SLC22A13	0	0	0
SLC22A14	0	0	0
SLC22A15	0	4	4
SLC22A16	0	0	0
SLC22A17	11	118	138
SLC22A18	2	4	12
SLC22A18AS	0	0	0
SLC22A2	7	0	0
SLC22A20	0	0	0
SLC22A23	24	17	12
SLC22A24	0	0	11
SLC22A25	0	0	0
SLC22A3	0	23	8
SLC22A31	0	1	0
SLC22A4	0	1	1
SLC22A5	9	23	12
SLC22A6	0	0	0
SLC22A7	1	4	2
SLC22A8	0	0	0
SLC22A9	0	31	2
SLC23A1	0	0	0
SLC23A2	14	54	47
SLC23A3	0	0	0
SLC24A1	9	37	18
SLC24A2	21	4	3
SLC24A3	29	4	50
SLC24A4	0	37	12
SLC24A5	2	0	24
SLC25A1	73	36	73
SLC25A10	45	14	20
SLC25A11	65	191	161
SLC25A12	0	29	17
SLC25A13	21	51	41
SLC25A14	37	45	62
SLC25A15	6	11	6
SLC25A16	2	3	16
SLC25A17	83	31	40
SLC25A18	0	16	0
SLC25A19	0	10	15
SLC25A2	0	0	0
SLC25A20	9	26	41
SLC25A21	3	0	0
SLC25A21-AS1	0	27	33
SLC25A22	11	33	44
SLC25A23	2	42	38
SLC25A24	10	43	62
SLC25A25	97	52	40
SLC25A25-AS1	31	45	21
SLC25A26	55	87	106
SLC25A27	0	35	35
SLC25A28	1	39	15
SLC25A29	154	81	215
SLC25A3	118	168	427
SLC25A30	23	29	14
SLC25A30-AS1	0	0	0
SLC25A31	0	0	0
SLC25A32	22	43	32
SLC25A33	0	7	14
SLC25A34	0	5	1
SLC25A35	4	14	33
SLC25A36	209	209	305
SLC25A37	120	96	70
SLC25A38	22	25	15
SLC25A39	53	96	169
SLC25A3P1	0	0	0
SLC25A4	7	23	3
SLC25A40	0	13	9
SLC25A41	14	4	6
SLC25A42	0	8	1
SLC25A43	4	15	16
SLC25A44	10	61	29
SLC25A45	0	12	0
SLC25A46	22	53	95
SLC25A47	0	0	0
SLC25A48	0	0	0
SLC25A5	4	42	87
SLC25A5-AS1	0	0	5
SLC25A51	76	31	26
SLC25A51P1	0	0	0
SLC25A52	0	0	0
SLC25A53	14	8	16
SLC25A6	1732	1058	2206
SLC26A1	0	0	0
SLC26A10	1	1	5
SLC26A11	1	11	27
SLC26A2	112	116	160
SLC26A3	0	0	2
SLC26A4	0	19	11
SLC26A4-AS1	0	5	0
SLC26A5	0	6	2
SLC26A6	35	52	52
SLC26A7	19	0	3
SLC26A8	0	3	0
SLC26A9	0	0	0
SLC27A1	13	8	35
SLC27A2	0	0	0
SLC27A3	34	120	122
SLC27A4	59	67	61
SLC27A5	14	7	29
SLC27A6	0	11	0
SLC28A1	0	0	0
SLC28A2	0	14	3
SLC28A3	0	0	0
SLC29A1	22	18	42
SLC29A2	9	30	28
SLC29A3	11	14	8
SLC29A4	9	43	20
SLC2A1	28	22	18
SLC2A1-AS1	0	0	3
SLC2A10	0	0	1
SLC2A11	29	27	36
SLC2A12	5	7	15
SLC2A13	0	5	7
SLC2A14	0	0	0
SLC2A2	0	0	6
SLC2A3	37	67	40
SLC2A4	20	0	2
SLC2A4RG	146	433	371
SLC2A5	1	0	1
SLC2A6	17	31	39
SLC2A7	0	0	0
SLC2A8	66	94	62
SLC2A9	0	0	0
SLC30A1	0	24	0
SLC30A10	0	0	0
SLC30A2	0	0	0
SLC30A3	1	16	3
SLC30A4	24	6	18
SLC30A5	80	18	33
SLC30A6	1	35	9
SLC30A7	17	74	44
SLC30A8	0	24	16
SLC30A9	45	141	71
SLC31A1	2	17	16
SLC31A2	0	0	2
SLC32A1	1	0	0
SLC33A1	2	8	24
SLC34A1	0	0	0
SLC34A2	0	0	7
SLC34A3	0	0	0
SLC35A1	18	84	62
SLC35A2	10	7	30
SLC35A3	31	32	38
SLC35A4	6	70	49
SLC35A5	1	10	3
SLC35B1	8	85	57
SLC35B2	0	6	3
SLC35B3	2	42	30
SLC35B4	88	86	85
SLC35C1	8	36	37
SLC35C2	25	91	69
SLC35D1	9	49	36
SLC35D2	8	22	30
SLC35D3	0	0	0
SLC35E1	100	106	142
SLC35E2	120	164	254
SLC35E2B	27	60	84
SLC35E3	19	37	7
SLC35E4	0	10	22
SLC35F1	45	117	88
SLC35F2	2	19	6
SLC35F3	0	2	10
SLC35F4	0	2	0
SLC35F5	15	48	5
SLC35F6	10	11	70
SLC35G1	0	1	0
SLC35G2	1	7	2
SLC35G3	0	0	0
SLC35G4	0	0	0
SLC35G5	0	0	0
SLC35G6	0	0	0
SLC36A1	27	31	23
SLC36A2	0	6	2
SLC36A3	14	8	10
SLC36A4	10	43	19
SLC37A1	0	3	9
SLC37A2	0	0	6
SLC37A3	4	78	73
SLC37A4	32	56	12
SLC38A1	137	63	82
SLC38A10	34	35	108
SLC38A11	0	0	0
SLC38A2	61	140	231
SLC38A3	5	1	2
SLC38A4	1	8	9
SLC38A5	2	2	6
SLC38A6	42	25	11
SLC38A7	67	20	68
SLC38A8	0	6	0
SLC38A9	1	3	18
SLC39A1	79	170	121
SLC39A10	169	263	100
SLC39A11	12	27	40
SLC39A12	0	12	1
SLC39A12-AS1	0	5	0
SLC39A13	2	58	87
SLC39A14	2	11	0
SLC39A2	0	0	5
SLC39A3	5	26	25
SLC39A4	6	8	4
SLC39A5	45	63	49
SLC39A6	186	310	346
SLC39A7	417	279	348
SLC39A8	1	26	8
SLC39A9	25	46	83
SLC3A1	0	0	1
SLC3A2	86	130	102
SLC40A1	8	41	11
SLC41A1	28	32	67
SLC41A2	7	16	3
SLC41A3	1	5	17
SLC43A1	6	44	41
SLC43A2	86	98	125
SLC43A3	0	8	16
SLC44A1	341	136	100
SLC44A2	165	95	157
SLC44A3	0	22	7
SLC44A4	0	0	0
SLC44A5	4	19	2
SLC45A1	13	5	23
SLC45A2	0	0	0
SLC45A3	3	7	8
SLC45A4	1	9	21
SLC46A1	151	73	76
SLC46A2	0	0	0
SLC46A3	0	10	0
SLC47A1	1	19	1
SLC47A2	0	0	0
SLC48A1	38	71	65
SLC4A1	125	93	59
SLC4A10	3	42	34
SLC4A11	0	17	2
SLC4A1AP	47	32	47
SLC4A2	3	36	31
SLC4A3	0	21	59
SLC4A4	16	4	27
SLC4A5	24	14	37
SLC4A7	108	235	175
SLC4A8	17	56	46
SLC4A9	0	4	0
SLC50A1	44	86	21
SLC51A	0	0	16
SLC51B	0	0	4
SLC52A1	0	0	0
SLC52A2	53	72	59
SLC52A3	0	0	0
SLC5A1	0	0	0
SLC5A10	0	0	0
SLC5A11	0	0	0
SLC5A12	26	22	20
SLC5A2	1	0	0
SLC5A3	167	203	350
SLC5A4	0	0	0
SLC5A5	0	20	11
SLC5A6	67	26	68
SLC5A7	10	0	0
SLC5A8	0	0	0
SLC5A9	0	0	0
SLC6A1	1	1	0
SLC6A1-AS1	0	0	0
SLC6A10P	0	0	0
SLC6A11	0	3	0
SLC6A12	0	0	0
SLC6A13	7	0	0
SLC6A14	0	1	16
SLC6A15	12	0	14
SLC6A16	0	0	9
SLC6A17	0	9	0
SLC6A18	0	0	0
SLC6A19	0	0	0
SLC6A2	0	0	0
SLC6A20	37	24	7
SLC6A3	0	0	0
SLC6A4	1	0	0
SLC6A5	0	0	0
SLC6A6	12	1	24
SLC6A7	0	0	0
SLC6A8	3	51	24
SLC6A9	0	34	39
SLC7A1	14	46	80
SLC7A10	0	5	11
SLC7A11	63	15	23
SLC7A11-AS1	0	6	14
SLC7A13	0	11	0
SLC7A14	21	0	2
SLC7A2	33	60	82
SLC7A3	8	2	7
SLC7A4	1	0	25
SLC7A5	66	141	184
SLC7A5P1	0	0	0
SLC7A5P2	35	36	6
SLC7A6	140	160	170
SLC7A6OS	95	90	101
SLC7A7	0	0	12
SLC7A8	898	652	171
SLC7A9	0	3	0
SLC8A1	30	34	20
SLC8A1-AS1	0	3	9
SLC8A2	0	24	7
SLC8A3	0	0	9
SLC8B1	0	2	4
SLC9A1	8	24	18
SLC9A2	8	1	0
SLC9A3	0	0	0
SLC9A3R1	14	18	30
SLC9A3R2	28	40	45
SLC9A4	0	0	0
SLC9A5	0	22	8
SLC9A6	0	19	42
SLC9A7	14	29	46
SLC9A7P1	0	0	0
SLC9A8	20	38	31
SLC9A9	0	5	25
SLC9A9-AS1	0	0	0
SLC9B1	25	1	11
SLC9B2	70	33	4
SLC9C1	0	10	0
SLC9C2	11	0	2
SLCO1A2	16	3	47
SLCO1B1	1	0	0
SLCO1B3	0	0	0
SLCO1B7	0	0	0
SLCO1C1	0	0	0
SLCO2A1	0	0	0
SLCO2B1	2	0	1
SLCO3A1	124	52	38
SLCO4A1	0	2	8
SLCO4A1-AS1	0	0	0
SLCO4C1	0	1	0
SLCO5A1	8	27	5
SLCO6A1	0	0	0
SLED1	0	0	0
SLF1	53	96	66
SLF2	135	115	134
SLFN11	29	10	2
SLFN12	19	41	41
SLFN12L	0	0	2
SLFN13	0	11	6
SLFN14	0	1	0
SLFN5	0	31	12
SLFNL1	0	0	0
SLFNL1-AS1	6	36	10
SLIRP	166	127	252
SLIT1	5	5	31
SLIT1-AS1	0	0	0
SLIT2	33	68	197
SLIT2-IT1	0	0	0
SLIT3	5	44	53
SLITRK1	0	3	8
SLITRK2	15	0	20
SLITRK3	0	8	1
SLITRK4	30	54	32
SLITRK5	3	0	14
SLITRK6	172	84	99
SLK	206	207	191
SLMAP	12	81	53
SLMO1	14	32	38
SLMO2	38	40	23
SLMO2-ATP5E	239	545	685
SLN	0	0	0
SLPI	1	1	28
SLTM	220	328	290
SLU7	20	138	168
SLURP1	0	0	0
SLX1A	0	0	0
SLX1A-SULT1A3	2	0	0
SLX1B	0	0	0
SLX1B-SULT1A4	2	0	0
SLX4	29	12	8
SLX4IP	4	0	3
SMA4	4	0	0
SMA5	0	0	0
SMAD1	140	213	132
SMAD1-AS1	52	82	25
SMAD1-AS2	0	0	0
SMAD2	109	172	160
SMAD3	97	200	262
SMAD4	33	89	82
SMAD5	297	594	380
SMAD5-AS1	0	0	0
SMAD6	15	46	20
SMAD7	0	16	18
SMAD9	48	92	47
SMAGP	7	2	19
SMAP1	33	112	79
SMAP2	48	54	56
SMARCA1	351	319	335
SMARCA2	213	442	482
SMARCA4	721	935	706
SMARCA5	184	227	219
SMARCA5-AS1	43	39	25
SMARCAD1	44	92	99
SMARCAL1	4	21	9
SMARCB1	102	97	157
SMARCC1	1137	922	982
SMARCC2	238	351	383
SMARCD1	27	76	63
SMARCD2	252	262	184
SMARCD3	172	192	269
SMARCE1	423	377	352
SMC1A	588	377	308
SMC1B	1	8	0
SMC2	58	105	207
SMC2-AS1	0	5	1
SMC3	130	240	230
SMC4	141	155	227
SMC5	159	81	111
SMC5-AS1	24	1	0
SMC6	80	195	103
SMCHD1	161	210	174
SMCO1	0	0	0
SMCO2	0	0	0
SMCO3	10	17	7
SMCO4	0	24	17
SMCP	0	0	9
SMCR2	1	0	0
SMCR5	1	0	8
SMCR8	22	36	42
SMDT1	62	60	57
SMG1	210	92	85
SMG1P1	0	0	0
SMG1P2	0	0	0
SMG1P3	7	0	0
SMG1P5	0	4	0
SMG1P7	14	5	4
SMG5	26	18	15
SMG6	73	162	170
SMG7	83	209	66
SMG7-AS1	3	17	12
SMG8	6	33	29
SMG9	54	49	33
SMIM1	0	16	11
SMIM10	0	1	4
SMIM10L1	14	71	57
SMIM10L2A	0	12	12
SMIM10L2B	30	41	29
SMIM11	0	0	0
SMIM12	10	97	38
SMIM13	6	43	75
SMIM14	1	5	61
SMIM15	10	46	57
SMIM17	0	1	1
SMIM18	0	2	6
SMIM19	22	26	19
SMIM2	0	0	12
SMIM2-AS1	0	11	0
SMIM2-IT1	1	8	0
SMIM20	3	2	6
SMIM21	0	26	0
SMIM22	0	0	0
SMIM23	0	0	0
SMIM24	9	5	1
SMIM3	28	17	13
SMIM4	4	71	90
SMIM5	25	0	10
SMIM6	0	0	0
SMIM7	105	134	85
SMIM8	13	18	44
SMIM9	0	0	0
SMKR1	16	0	4
SMLR1	0	0	0
SMN1	53	0	15
SMN2	53	0	15
SMNDC1	38	78	89
SMO	80	94	83
SMOC1	0	36	49
SMOC2	0	52	76
SMOX	34	24	33
SMPD1	10	42	50
SMPD2	10	19	6
SMPD3	11	105	100
SMPD4	56	68	122
SMPDL3A	0	11	0
SMPDL3B	0	0	0
SMPX	0	0	1
SMR3A	0	0	0
SMR3B	0	0	0
SMS	26	53	71
SMTN	12	71	5
SMTNL1	0	0	0
SMTNL2	0	5	5
SMU1	32	54	46
SMUG1	47	30	26
SMURF1	65	41	51
SMURF2	3	26	30
SMYD1	8	0	0
SMYD2	0	27	30
SMYD3	34	17	87
SMYD4	30	19	13
SMYD5	6	22	1
SNAI1	1	8	8
SNAI2	14	120	90
SNAI3	1	18	0
SNAI3-AS1	13	6	82
SNAP23	47	50	59
SNAP25	1	17	42
SNAP25-AS1	0	0	0
SNAP29	87	96	107
SNAP47	20	40	32
SNAP91	4	28	58
SNAPC1	20	66	46
SNAPC2	41	42	58
SNAPC3	10	45	26
SNAPC4	60	41	33
SNAPC5	0	2	23
SNAPIN	9	60	146
SNAR-A1	0	0	0
SNAR-A10	0	0	0
SNAR-A11	0	0	0
SNAR-A12	0	0	0
SNAR-A13	0	0	0
SNAR-A14	0	0	0
SNAR-A2	0	0	0
SNAR-A3	0	0	0
SNAR-A4	0	0	0
SNAR-A5	0	0	0
SNAR-A6	0	0	0
SNAR-A7	0	0	0
SNAR-A8	0	0	0
SNAR-A9	0	0	0
SNAR-B1	0	0	0
SNAR-B2	0	0	0
SNAR-C1	0	0	0
SNAR-C2	0	0	0
SNAR-C3	4	1	0
SNAR-C4	0	0	0
SNAR-C5	0	0	0
SNAR-D	0	7	0
SNAR-E	2503	260	200
SNAR-F	0	0	0
SNAR-G1	94	117	94
SNAR-G2	1	0	2
SNAR-H	19	0	0
SNAR-I	55	3	2
SNCA	30	78	75
SNCA-AS1	0	79	0
SNCAIP	87	50	161
SNCB	0	1	0
SNCG	9	47	95
SND1	286	255	469
SND1-IT1	65	66	134
SNED1	61	0	7
SNF8	109	114	171
SNHG1	481	204	509
SNHG10	0	14	9
SNHG11	19	41	26
SNHG12	10	12	27
SNHG15	2	6	5
SNHG16	207	158	447
SNHG17	8	38	34
SNHG18	27	25	31
SNHG19	609	252	355
SNHG20	0	0	9
SNHG21	0	15	3
SNHG22	0	6	0
SNHG24	0	0	0
SNHG25	625	994	679
SNHG3	57	143	37
SNHG4	5	1	0
SNHG5	163	193	417
SNHG6	66	171	355
SNHG7	23	44	88
SNHG8	612	500	861
SNHG9	204	254	232
SNIP1	31	39	30
SNN	31	40	69
SNORA1	0	46	0
SNORA10	0	0	0
SNORA11	0	17	0
SNORA11B	0	0	0
SNORA11C	0	7	0
SNORA11D	0	0	0
SNORA11E	0	0	0
SNORA12	56	279	247
SNORA13	0	21	0
SNORA14A	0	0	0
SNORA14B	0	0	0
SNORA15	0	0	0
SNORA16A	16	0	0
SNORA16B	0	0	0
SNORA17	0	0	0
SNORA18	0	20	0
SNORA19	0	0	8
SNORA20	0	39	0
SNORA21	0	21	0
SNORA22	0	0	0
SNORA23	12	11	1
SNORA24	0	2	0
SNORA25	3	0	0
SNORA26	0	46	0
SNORA27	0	9	0
SNORA28	0	8	0
SNORA29	0	0	0
SNORA2A	0	0	0
SNORA2B	0	112	0
SNORA30	0	0	0
SNORA31	0	0	0
SNORA32	0	58	8
SNORA33	0	0	0
SNORA34	0	5	0
SNORA35	0	0	0
SNORA36A	0	8	0
SNORA36B	0	0	0
SNORA36C	0	0	0
SNORA37	0	0	0
SNORA38	14	10	1
SNORA38B	0	1	0
SNORA4	0	58	3
SNORA40	3	0	0
SNORA41	0	0	0
SNORA43	0	0	0
SNORA44	6	59	6
SNORA45A	0	0	0
SNORA45B	0	6	0
SNORA46	0	7	0
SNORA47	0	8	0
SNORA48	0	92	0
SNORA49	0	0	0
SNORA51	0	0	0
SNORA52	0	0	0
SNORA53	15	1	0
SNORA54	0	0	0
SNORA55	0	0	21
SNORA56	0	0	0
SNORA57	28	198	3
SNORA58	0	0	0
SNORA59A	0	0	0
SNORA59B	0	0	0
SNORA5A	0	0	0
SNORA5B	0	0	0
SNORA5C	0	39	0
SNORA6	0	51	0
SNORA60	0	0	0
SNORA61	166	282	18
SNORA62	1	52	1
SNORA63	0	101	15
SNORA64	1	33	0
SNORA65	0	8	0
SNORA66	0	22	0
SNORA67	13	91	1
SNORA68	0	1	0
SNORA69	0	0	0
SNORA70	0	0	0
SNORA70B	0	0	0
SNORA70C	0	0	0
SNORA70D	0	0	0
SNORA70E	0	0	0
SNORA70F	0	0	0
SNORA70G	0	0	0
SNORA71A	0	0	0
SNORA71B	0	0	0
SNORA71C	0	0	0
SNORA71D	0	0	0
SNORA71E	0	0	0
SNORA72	0	0	0
SNORA73A	0	0	0
SNORA73B	0	0	0
SNORA74A	8	0	0
SNORA74B	0	19	7
SNORA75	0	27	11
SNORA76A	0	0	0
SNORA76C	2	25	0
SNORA77	0	0	0
SNORA78	0	0	0
SNORA79	0	20	0
SNORA7A	0	40	11
SNORA7B	0	0	1
SNORA8	0	15	0
SNORA80A	11	27	0
SNORA80B	0	11	0
SNORA80E	0	227	6
SNORA81	275	1237	364
SNORA84	0	0	0
SNORA9	0	7	0
SNORD10	8	0	1
SNORD100	0	0	0
SNORD101	0	9	0
SNORD102	0	0	0
SNORD103A	0	0	0
SNORD103B	0	0	0
SNORD104	0	53	13
SNORD105	0	0	0
SNORD105B	0	0	0
SNORD107	2	33	1
SNORD108	0	0	0
SNORD109A	0	0	0
SNORD109B	0	0	0
SNORD11	0	0	0
SNORD110	0	0	0
SNORD111	0	0	0
SNORD111B	0	0	0
SNORD112	0	0	0
SNORD113-1	0	0	0
SNORD113-2	0	0	0
SNORD113-3	0	0	0
SNORD113-4	0	0	0
SNORD113-5	0	0	0
SNORD113-6	0	0	0
SNORD113-7	0	0	0
SNORD113-8	0	0	0
SNORD113-9	0	0	0
SNORD114-1	0	0	0
SNORD114-10	0	0	0
SNORD114-11	0	0	0
SNORD114-12	0	0	0
SNORD114-13	0	0	0
SNORD114-14	0	0	0
SNORD114-15	0	0	0
SNORD114-16	0	0	0
SNORD114-17	0	0	0
SNORD114-18	0	0	0
SNORD114-19	0	0	0
SNORD114-2	0	0	0
SNORD114-20	0	0	0
SNORD114-21	0	0	0
SNORD114-22	0	0	0
SNORD114-23	0	0	0
SNORD114-24	0	0	0
SNORD114-25	0	0	0
SNORD114-26	0	0	0
SNORD114-27	0	0	0
SNORD114-28	0	0	0
SNORD114-29	0	0	0
SNORD114-3	0	0	0
SNORD114-30	0	0	0
SNORD114-31	0	0	0
SNORD114-4	0	0	0
SNORD114-5	0	0	0
SNORD114-6	0	0	0
SNORD114-7	0	0	0
SNORD114-8	0	0	0
SNORD114-9	0	0	0
SNORD115-1	0	0	0
SNORD115-10	0	0	0
SNORD115-11	0	0	0
SNORD115-12	0	0	0
SNORD115-13	0	0	0
SNORD115-14	0	0	0
SNORD115-15	1	0	0
SNORD115-16	0	0	0
SNORD115-17	0	0	0
SNORD115-18	0	0	0
SNORD115-19	0	0	0
SNORD115-2	0	0	0
SNORD115-20	0	0	0
SNORD115-21	0	0	0
SNORD115-22	0	0	0
SNORD115-23	0	0	0
SNORD115-24	0	0	0
SNORD115-25	0	0	0
SNORD115-26	0	0	0
SNORD115-27	0	0	0
SNORD115-28	0	0	0
SNORD115-29	0	0	0
SNORD115-3	0	0	0
SNORD115-30	0	0	0
SNORD115-31	0	0	0
SNORD115-32	0	0	0
SNORD115-33	0	0	0
SNORD115-34	0	0	0
SNORD115-35	0	0	0
SNORD115-36	0	0	0
SNORD115-37	0	0	0
SNORD115-38	0	0	0
SNORD115-39	0	0	0
SNORD115-4	0	0	0
SNORD115-40	0	0	0
SNORD115-41	0	0	0
SNORD115-42	0	0	0
SNORD115-43	0	0	0
SNORD115-44	0	0	0
SNORD115-45	0	0	0
SNORD115-46	0	0	0
SNORD115-47	0	0	0
SNORD115-48	0	0	0
SNORD115-5	0	0	0
SNORD115-6	0	0	0
SNORD115-7	0	0	0
SNORD115-8	0	0	0
SNORD115-9	0	0	0
SNORD116-1	0	0	0
SNORD116-10	0	3	0
SNORD116-11	0	0	0
SNORD116-12	0	0	0
SNORD116-13	0	0	0
SNORD116-14	0	0	0
SNORD116-15	0	0	0
SNORD116-16	0	14	0
SNORD116-17	0	0	0
SNORD116-18	0	0	0
SNORD116-19	0	0	0
SNORD116-2	0	86	0
SNORD116-20	0	0	0
SNORD116-21	0	0	1
SNORD116-22	23	10	0
SNORD116-23	0	0	7
SNORD116-24	0	0	0
SNORD116-25	0	0	0
SNORD116-26	0	0	0
SNORD116-27	0	0	4
SNORD116-28	0	0	0
SNORD116-29	0	0	0
SNORD116-3	0	0	0
SNORD116-30	0	0	0
SNORD116-4	0	9	0
SNORD116-5	0	0	0
SNORD116-6	0	32	0
SNORD116-7	0	0	0
SNORD116-8	0	1	4
SNORD116-9	0	0	0
SNORD117	0	10	0
SNORD118	130	418	94
SNORD119	0	15	0
SNORD11B	0	0	1
SNORD12	0	0	0
SNORD121A	0	0	0
SNORD121B	0	0	0
SNORD123	0	0	0
SNORD124	0	10	0
SNORD125	0	0	0
SNORD126	0	0	0
SNORD127	0	2	0
SNORD12B	0	10	8
SNORD12C	0	0	0
SNORD13	424	883	394
SNORD14A	0	0	0
SNORD14B	0	7	0
SNORD14C	45	1	2
SNORD14D	0	15	1
SNORD14E	0	29	15
SNORD15A	0	0	4
SNORD15B	0	7	0
SNORD16	2	7	0
SNORD17	66	36	10
SNORD18A	0	0	0
SNORD18B	0	0	0
SNORD18C	0	0	0
SNORD19	0	0	0
SNORD19B	0	0	0
SNORD1A	0	0	0
SNORD1B	3	0	7
SNORD1C	0	0	0
SNORD2	0	0	1
SNORD20	0	0	0
SNORD21	0	18	1
SNORD22	14	0	1
SNORD23	0	0	0
SNORD24	0	0	0
SNORD25	0	13	11
SNORD26	808	1295	700
SNORD27	0	2	0
SNORD28	0	9	0
SNORD29	0	0	0
SNORD30	0	38	0
SNORD31	0	0	0
SNORD32A	0	13	0
SNORD32B	0	0	0
SNORD33	0	7	0
SNORD34	0	0	0
SNORD35A	0	50	0
SNORD35B	0	0	0
SNORD36A	0	6	0
SNORD36B	0	0	0
SNORD36C	0	0	0
SNORD37	0	0	0
SNORD38A	0	19	0
SNORD38B	0	0	0
SNORD3A	0	85	0
SNORD3B-1	0	0	0
SNORD3B-2	0	0	0
SNORD3C	2	2	0
SNORD3D	15	80	10
SNORD41	0	34	0
SNORD42A	2	21	0
SNORD42B	0	0	0
SNORD43	0	72	1
SNORD44	0	0	0
SNORD45A	0	19	1
SNORD45B	0	14	0
SNORD45C	0	22	0
SNORD46	41	227	49
SNORD47	1	5	0
SNORD48	0	0	6
SNORD49A	0	0	1
SNORD49B	0	22	0
SNORD4A	0	0	0
SNORD4B	0	0	0
SNORD5	0	22	1
SNORD50A	2847	3616	906
SNORD50B	2	0	14
SNORD51	0	8	1
SNORD52	0	66	0
SNORD53	0	0	0
SNORD54	0	0	8
SNORD55	20	166	0
SNORD56	0	8	0
SNORD56B	0	0	0
SNORD57	196	251	69
SNORD58A	0	7	8
SNORD58B	0	0	0
SNORD58C	0	10	10
SNORD59A	0	2	0
SNORD59B	0	0	0
SNORD6	0	5	19
SNORD60	0	0	0
SNORD61	0	6	0
SNORD62A	0	0	0
SNORD62B	0	0	0
SNORD63	1	1	4
SNORD64	0	0	0
SNORD65	0	0	2
SNORD66	0	0	0
SNORD67	0	20	0
SNORD68	28	202	9
SNORD69	0	0	0
SNORD7	0	1	0
SNORD70	0	0	0
SNORD71	0	37	0
SNORD72	0	1	0
SNORD73A	0	0	0
SNORD74	1	17	0
SNORD75	0	9	0
SNORD76	0	0	0
SNORD77	0	3	0
SNORD78	0	0	0
SNORD79	76	49	9
SNORD8	0	54	5
SNORD80	0	0	0
SNORD81	0	28	5
SNORD82	0	0	0
SNORD83A	0	33	0
SNORD83B	0	78	0
SNORD84	0	11	0
SNORD85	0	0	0
SNORD86	0	0	0
SNORD87	29	12	0
SNORD88A	0	0	0
SNORD88B	0	0	0
SNORD88C	0	0	0
SNORD89	174	86	43
SNORD9	0	0	0
SNORD90	0	0	0
SNORD91A	0	0	0
SNORD91B	0	0	0
SNORD92	0	0	5
SNORD93	0	0	0
SNORD94	0	19	0
SNORD95	1	60	15
SNORD96A	0	0	0
SNORD96B	0	0	0
SNORD97	0	9	0
SNORD98	0	0	0
SNORD99	0	0	0
SNPH	4	43	52
SNRK	6	20	50
SNRK-AS1	2	9	5
SNRNP200	94	217	309
SNRNP25	30	66	52
SNRNP27	74	182	82
SNRNP35	198	165	121
SNRNP40	8	42	45
SNRNP48	91	67	120
SNRNP70	49	235	204
SNRPA	156	208	143
SNRPA1	1	5	1
SNRPB	58	149	140
SNRPB2	165	329	294
SNRPC	245	291	179
SNRPD1	262	314	455
SNRPD2	233	562	860
SNRPD2P2	0	0	0
SNRPD3	161	279	237
SNRPE	98	135	233
SNRPF	33	91	142
SNRPG	14	40	52
SNRPN	184	398	613
SNTA1	23	27	100
SNTB1	2	0	5
SNTB2	121	203	146
SNTG1	0	22	0
SNTG2	1	2	3
SNTN	0	0	1
SNU13	260	451	467
SNUPN	39	77	84
SNURF	184	398	612
SNW1	354	262	182
SNX1	125	79	152
SNX10	20	56	86
SNX11	23	16	28
SNX12	81	97	132
SNX13	73	64	119
SNX14	20	39	87
SNX15	0	16	12
SNX16	0	8	13
SNX17	180	265	296
SNX18	124	141	187
SNX19	114	91	82
SNX2	65	303	236
SNX20	32	43	19
SNX21	28	29	50
SNX22	46	91	206
SNX24	64	138	159
SNX25	47	2	13
SNX27	121	122	90
SNX29	12	0	38
SNX29P1	0	0	0
SNX29P2	0	10	2
SNX3	12	73	117
